awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi
23390237,2011,2013,14700000,0,382793,3,BIO,8,10.1038/jhg.2011.14
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.51.89
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.51.49
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.51.41
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.50.199
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.50.189
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.50.153
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.1016/j.scienta.2012.09.022
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.49.157
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2480/agrmet.67.3.5
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2525/ecb.49.133
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2478/s11756-013-0256-5
23380150,2011,2013,14900000,0,17102,3,BIO,1,10.2478/s11756-013-0255-6
22390364,2010,2012,15100000,0,14401,3,BIO,1,10.1016/j.bone.2011.04.003
22390364,2010,2012,15100000,0,14401,3,BIO,1,10.1016/j.bbrc.2010.12.071
22390364,2010,2012,15100000,0,14401,3,BIO,1,10.1016/j.bbrc.2010.11.031
22390364,2010,2012,15100000,0,14401,3,BIO,1,10.1016/s1349-0079(10)80039-8
23370063,2011,2013,15600000,0,22604,3,BIO,2,10.1093/jb/mvs149
23370063,2011,2013,15600000,0,22604,3,BIO,2,10.1371/journal.pone.0018638
23370063,2011,2013,15600000,0,22604,3,BIO,2,10.1111/j.1471-4159.2011.07222.x
23390296,2011,2013,15200000,0,11301,3,BIO,1,10.1007/s12149-013-0793-6
23390296,2011,2013,15200000,0,11301,3,BIO,1,10.1210/jc.2010-2785
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1261/rna.033217.112
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1083/jcb.201011110
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1111/j.1365-2443.2011.01502.x
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1016/j.bbagrm.2013.10.009
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1111/j.1440-169x.2011.01303.x
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1007/s00018-012-0973-x
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1016/j.tcb.2011.02.001
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1038/nsmb.2782
23370093,2011,2013,15200000,0,82401,3,BIO,10,10.1038/emboj.2012.251
22390184,2010,2012,14100000,0,13701,3,BIO,1,10.1507/endocrj.ej12-0413
22390184,2010,2012,14100000,0,13701,3,BIO,1,10.1248/bpb.35.933
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1016/j.clinthera.2012.07.007
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1111/dom.12110
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1016/j.ymgme.2013.02.010
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1074/jbc.m112.423137
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1016/j.clnu.2012.11.017
22390185,2010,2012,14400000,0,14301,3,BIO,1,10.1111/j.1432-2277.2011.01271.x
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1007/s00412-014-0460-2
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1508/cytologia.79.1
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1038/oncsis.2014.6
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1021/ja406737n
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1371/journal.pone.0075622
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.4161/nucl.26053
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1016/j.devcel.2013.02.009
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1007/978-3-7091-1160-4_3
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1016/j.celrep.2012.11.008
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.4161/nucl.21222
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1038/emboj.2012.35
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1242/jcs.090837
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1038/nsmb.1878
23370078,2011,2014,15500000,0,63801,4,BIO,5,10.1016/j.plrev.2011.01.005
22390285,2010,2012,15100000,0,10101,3,BIO,1,10.1002/jbm.a.33248
22390285,2010,2012,15100000,0,10101,3,BIO,1,10.1089/ten.tea.2011.0380
22370039,2010,2012,14600000,0,14401,3,BIO,1,10.1016/j.celrep.2012.06.009
22370039,2010,2012,14600000,0,14401,3,BIO,1,10.1083/jcb.201111077
22370039,2010,2012,14600000,0,14401,3,BIO,1,10.1371/journal.pone.0019411
22370039,2010,2012,14600000,0,14401,3,BIO,1,10.1107/s1744309110048153
22370039,2010,2012,14600000,0,14401,3,BIO,1,10.1038/nature09473
22390206,2010,2012,14300000,0,14101,3,BIO,1,10.1016/j.exphem.2012.12.001
22390206,2010,2012,14300000,0,14101,3,BIO,1,10.1074/jbc.m112.367854
22390206,2010,2012,14300000,0,14101,3,BIO,1,10.3892/ijo.2011.1192
22390206,2010,2012,14300000,0,14101,3,BIO,1,10.1128/jvi.01226-10
22390206,2010,2012,14300000,0,14101,3,BIO,1,10.1128/jvi.01666-10
22390066,2010,2012,13900000,0,30110,3,BIO,3,10.3389/fgene.2012.00306
22390066,2010,2012,13900000,0,30110,3,BIO,3,10.1038/jhg.2012.114
22390066,2010,2012,13900000,0,30110,3,BIO,3,10.1038/jhg.2012.23
22390066,2010,2012,13900000,0,30110,3,BIO,3,10.1038/srep00355
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.bbrc.2013.02.117
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.jsbmb.2012.09.027
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1523/jneurosci.5140-11.2012
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1210/en.2011-1374
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.neuroscience.2011.09.051
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.jsbmb.2011.03.004
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.jsbmb.2011.01.003
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.mce.2010.12.003
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.yhbeh.2010.11.011
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1016/j.neures.2010.05.008
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1002/cne.22419
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1210/en.2009-1022
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1210/en.2011-2076
22390043,2010,2012,14300000,0,32666,3,BIO,3,10.1007/s00239-011-9459-y
22390095,2010,2012,14300000,0,12601,3,BIO,1,10.4049/jimmunol.1202267
22390095,2010,2012,14300000,0,12601,3,BIO,1,10.1038/ni.2353
22390095,2010,2012,14300000,0,12601,3,BIO,1,10.1101/gr.140236.112
22390095,2010,2012,14300000,0,12601,3,BIO,1,10.1084/jem.20102101
22390095,2010,2012,14300000,0,12601,3,BIO,1,10.1016/j.ygeno.2011.07.003
23390429,2011,2013,14800000,0,16101,3,BIO,1,10.1517/14728222.2013.754427
23390429,2011,2013,14800000,0,16101,3,BIO,1,10.4049/jimmunol.1103794
23390429,2011,2013,14800000,0,16101,3,BIO,1,10.1371/journal.pone.0048798
23390429,2011,2013,14800000,0,16101,3,BIO,1,10.1016/j.ajpath.2011.09.027
23390429,2011,2013,14800000,0,16101,3,BIO,1,10.1371/journal.pone.0019017
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1128/jvi.01267-13
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1371/journal.pone.0061009
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1016/j.ttbdis.2012.10.028
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1128/jvi.00280-12
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1002/ijc.27330
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1016/j.vetimm.2010.12.010
22380168,2010,2013,15000000,0,15501,4,BIO,1,10.1128/jvi.00488-10
23380019,2011,2013,14300000,0,15301,3,BIO,1,10.1080/15538362.2012.697027
23380019,2011,2013,14300000,0,15301,3,BIO,1,10.2503/jjshs1.81.343
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/srep15921
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1186/s13578-015-0031-0
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.18632/oncotarget.8890
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1186/s12885-016-2229-x
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.humpath.2015.08.025
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0000000000000570
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1136/bcr-2015-209919
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1007/s00428-015-1898-1
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/cas.12825
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2015.326
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2015.104
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.ajoms.2015.02.007
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2014.623
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1074/mcp.m113.033845
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/cam4.214
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/ijc.28768
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/lary.24839
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/his.12405
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/gcc.22147
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/his.12348
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/his.12575
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2015.116
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1073/pnas.1319962111
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1159/000357408
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/gtc.12078
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/cas.12187
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/modpathol.2013.54
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1155/2013/482765
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.oooo.2013.09.015
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.ijscr.2014.02.010
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1007/s10014-013-0139-z
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/labinvest.2013.120
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/jjco/hyt192
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/annonc/mdt293
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/pin.12131
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/hepr.12236
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/pin.12085
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/mpa.0b013e3182826f1f
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/hepr.12163
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0b013e3182834d22
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/hel.12051
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2013.32
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/bjc.2013.47
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1007/s00535-012-0696-7
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0b013e31828ff59d
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/pin.12070
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0000000000000093
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1371/journal.pone.0046908
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/jjco/hys200
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/jjco/hys141
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1038/ncb2610
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.yexcr.2012.09.013
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/annonc/mds215
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1074/jbc.m111.321828
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.5402/2012/768190
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1074/jbc.m112.383653
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1155/2012/897412
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1053/j.gastro.2011.11.041
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1093/carcin/bgs177
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1371/journal.pone.0055146
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/cas.12099
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.3348/kjr.2012.13.5.637
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1245/s10434-012-2599-5
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.febslet.2012.05.029
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1159/000338794
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1007/s00268-012-1618-9
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/mpa.0b013e318237cf69
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/gcc.20928
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1158/0008-5472.can-11-3812
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/j.1440-1827.2012.02800.x
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/j.1365-2559.2012.04235.x
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0b013e31824ee43c
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1186/1471-230x-12-21
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/path.4012
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1097/pas.0b013e31823aafec
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1002/path.4153
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1111/his.12039
23390469,2011,2015,14300000,0,382797,5,BIO,8,10.1016/j.cgh.2012.11.009
23390144,2011,2013,14200000,0,82601,3,BIO,8,10.1248/yakushi.13-00232-2
23390144,2011,2013,14200000,0,82601,3,BIO,8,10.1007/s00251-012-0646-9
22390176,2010,2012,14400000,0,14401,3,BIO,1,10.1016/j.bbrc.2012.09.039
22390176,2010,2012,14400000,0,14401,3,BIO,1,10.1161/jaha.112.000745
22390176,2010,2012,14400000,0,14401,3,BIO,1,10.1038/nprot.2012.073
23390365,2011,2014,13800000,0,14501,4,BIO,1,10.1016/j.biomaterials.2013.04.013
23390365,2011,2014,13800000,0,14501,4,BIO,1,10.1016/j.arthro.2013.12.014
23390365,2011,2014,13800000,0,14501,4,BIO,1,10.3727/096368912x647234
23390365,2011,2014,13800000,0,14501,4,BIO,1,10.1089/scd.2010.0528
23390365,2011,2014,13800000,0,14501,4,BIO,1,10.1177/0363546512439026
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1007/s10120-014-0386-7
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1111/pin.12124
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1016/j.humpath.2013.11.009
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1002/jso.23471
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1007/s10147-011-0339-7
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1007/s12328-013-0365-2
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1038/labinvest.2013.43
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1016/j.ejca.2013.04.006
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1038/labinvest.2011.165
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1007/s00795-011-0568-x
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.4251/wjgo.v4.i5.119
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1093/jjco/hys056
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1200/jco.2010.30.2455
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1007/s12328-011-0234-9
23390094,2011,2013,15200000,0,34519,3,BIO,3,10.1016/j.anndiagpath.2010.05.003
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.1089/scd.2013.0473
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.3390/ijms14059604
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.4252/wjsc.v5.i4.163
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.3892/ijo.2013.1773
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.1038/nprot.2013.076
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.1038/jid.2013.172
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.1007/s00701-012-1514-y
23390353,2011,2013,14400000,0,22701,3,BIO,2,10.1007/s11060-012-0860-1
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1073/pnas.1018392109
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1210/en.2012-1517
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1111/j.1365-2109.2010.02757.x
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1159/000324423
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1016/j.ygcen.2011.11.036
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1111/j.1365-2052.2009.01948.x
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1007/s10126-009-9194-1
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1016/j.cbpa.2010.01.006
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1002/mrd.21179
22380109,2010,2012,11500000,0,12614,3,BIO,1,10.1111/j.1095-8649.2010.02750.x
22380076,2010,2012,14300000,0,15401,3,BIO,1,10.1271/bbb.110646
22380076,2010,2012,14300000,0,15401,3,BIO,1,10.1152/ajpgi.00003.2012
22380076,2010,2012,14300000,0,15401,3,BIO,1,10.3892/ijmm.2011.755
22380076,2010,2012,14300000,0,15401,3,BIO,1,10.1155/2011/378417
22380139,2010,2012,14900000,0,82641,3,BIO,11,10.1093/mp/sss071
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1080/09168451.2015.1104239
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1093/jb/mvu064
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1007/s00253-014-6308-0
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.3177/jnsv.61.506
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1080/09168451.2014.918487
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1128/jb.01160-13
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1093/jb/mvs079
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1271/bbb.120879
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1007/s00253-011-3336-x
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1111/j.1462-2920.2011.02487.x
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.3177/jnsv.57.298
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1016/j.jchromb.2011.04.033
23380060,2011,2015,14600000,0,34315,5,BIO,3,10.1271/bbb.100847
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1038/ncomms5497
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1002/ijc.28520
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1038/onc.2013.584
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1016/j.canlet.2014.08.014
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.3892/or.2014.3333
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1371/journal.pone.0110736
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1016/j.ajpath.2013.11.012
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1371/journal.pone.0085485
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1038/bjc.2013.638
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1111/cas.12290
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1016/j.bmc.2013.02.003
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1371/journal.pone.0062310
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1111/j.1349-7006.2012.02209.x
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1038/bjc.2012.107
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1002/path.4020
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1016/j.jss.2010.11.903
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.1111/j.1349-7006.2011.02155.x
23390329,2011,2014,14200000,0,24402,4,BIO,2,10.2147/ijn.s31247
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1111/psyg.12001
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.2967/jnumed.112.104992
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1210/jc.2012-1125
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.3171/2011.12.jns111255
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1016/j.brainres.2012.05.053
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1016/j.clinph.2012.06.008
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1097/wnr.0b013e32834ebf44
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1163/156855311x614581
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1002/ana.22613
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.3171/2011.1.jns101421
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1016/j.neuroimage.2010.08.023
22390275,2010,2012,14900000,0,14401,3,BIO,1,10.1016/j.pain.2010.12.038
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.4049/jimmunol.1400021
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1002/stem.1580
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1371/journal.ppat.1003937
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1016/j.ajpath.2013.10.004
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1111/cas.12222
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1371/journal.pone.0076753
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1186/1471-2407-13-562
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.4049/jimmunol.1302057
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1038/ncomms2823
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.4049/jimmunol.1200649
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.4049/jimmunol.1102774
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1016/j.imbio.2011.12.007
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1002/cncr.25912
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1007/s10495-012-0711-8
23390122,2011,2013,15200000,0,17401,3,BIO,1,10.1111/j.1365-3083.2011.02557.x
22380158,2010,2013,13600000,0,13701,4,BIO,1,10.1016/j.parint.2013.10.008
22380158,2010,2013,13600000,0,13701,4,BIO,1,10.1016/j.exppara.2013.03.006
22390221,2010,2012,10700000,0,13802,3,BIO,1,10.1371/journal.pone.0020470
22390221,2010,2012,10700000,0,13802,3,BIO,1,10.1371/journal.pone.0025340
23380170,2011,2013,14600000,0,10101,3,BIO,1,10.1111/jnc.12698
23380170,2011,2013,14600000,0,10101,3,BIO,1,10.1016/j.ejphar.2013.01.058
23380170,2011,2013,14600000,0,10101,3,BIO,1,10.1111/j.1476-5381.2011.01815.x
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.1371/journal.pone.0096512
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.1038/mi.2013.96
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.4049/jimmunol.1300032
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.4049/jimmunol.1203517
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.1002/eji.201242699
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.1111/j.1365-2141.2010.08490.x
23390023,2011,2013,14300000,0,36102,3,BIO,3,10.1016/j.exphem.2011.01.001
22390093,2010,2012,12800000,0,82603,3,BIO,8,10.1099/vir.0.031229-0
22390093,2010,2012,12800000,0,82603,3,BIO,8,10.1002/ajp.20976
22390093,2010,2012,12800000,0,82603,3,BIO,8,10.1016/j.jim.2012.07.012
22390093,2010,2012,12800000,0,82603,3,BIO,8,10.1371/journal.pone.0056296
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1371/journal.pgen.1002899
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1038/ncomms1071
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1098/rsfs.2011.0112
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1126/science.1212821
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1111/j.1755-148x.2012.00984.x
22370079,2010,2012,14800000,0,14401,3,BIO,1,10.1038/ng.1090
22390219,2010,2012,13700000,0,11301,3,BIO,1,10.2132/personality.20.143
22390219,2010,2012,13700000,0,11301,3,BIO,1,10.1093/schbul/sbq060
22390219,2010,2012,13700000,0,11301,3,BIO,1,10.1186/1471-2202-12-128
22390219,2010,2012,13700000,0,11301,3,BIO,1,10.1055/s-0030-1267942
22390064,2010,2012,14300000,0,382800,3,BIO,8,10.1002/jbmr.1976
22390064,2010,2012,14300000,0,382800,3,BIO,8,10.1002/jbmr.501
23390205,2011,2013,14800000,0,12602,3,BIO,1,10.1038/ng.2261
23390311,2011,2014,14400000,0,11401,4,BIO,1,10.1007/s10014-014-0188-y
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tet.2014.01.074
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1021/jo500308y
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1002/adsc.201400020
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1002/adsc.201400247
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tetasy.2014.06.018
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1039/c4cc04809a
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tetlet.2014.10.010
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1002/tcr.201300032
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1002/anie.201209317
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tetlet.2013.01.034
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tet.2013.02.082
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1016/j.tet.2013.05.007
23390003,2011,2014,14300000,0,12501,4,BIO,1,10.1021/ol401128h
