awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Conference Title,Conference Date,Total Citations,Average per Year,ave3,ave5
23390269,2011,2013,14900000,0,12601,3,BIO,1,10.1016/j.braindev.2010.06.014,Interstitial deletion of 13q14.13-q32.3 presenting with Arima syndrome and bilateral retinoblastoma,"Takahashi, Kan; Oka, Akira; Mizuguchi, Masashi; Saitoh, Makiko; Takita, Junko; Sato, Atsushi; Mimaki, Masakazu; Kato, Motohiro; Ogawa, Seishi; Igarashi, Takashi",BRAIN & DEVELOPMENT,APR 2011,2011,,,3.0,0.23,0.666666667,0.6
23390269,2011,2013,14900000,0,12601,3,BIO,1,10.1038/nature10496,Frequent pathway mutations of splicing machinery in myelodysplasia,"Yoshida, Kenichi; Sanada, Masashi; Shiraishi, Yuichi; Nowak, Daniel; Nagata, Yasunobu; Yamamoto, Ryo; Sato, Yusuke; Sato-Otsubo, Aiko; Kon, Ayana; Nagasaki, Masao; Chalkidis, George; Suzuki, Yutaka; Shiosaka, Masashi; Kawahata, Ryoichiro; Yamaguchi, Tomoyuki; Otsu, Makoto; Obara, Naoshi; Sakata-Yanagimoto, Mamiko; Ishiyama, Ken; Mori, Hiraku; Nolte, Florian; Hofmann, Wolf-Karsten; Miyawaki, Shuichi; Sugano, Sumio; Haferlach, Claudia; Koeffler, H. Phillip; Shih, Lee-Yung; Haferlach, Torsten; Chiba, Shigeru; Nakauchi, Hiromitsu; Miyano, Satoru; Ogawa, Seishi",NATURE,OCT 6 2011,2011,,,1250.0,96.15,85.0,105.4
23390145,2011,2014,14200000,0,382715,4,BIO,8,10.1371/journal.pone.0088319,"Comparison of Angiogenic, Cytoprotective, and Immunosuppressive Properties of Human Amnion- and Chorion-Derived Mesenchymal Stem Cells","Yamahara, Kenichi; Harada, Kazuhiko; Ohshima, Makiko; Ishikane, Shin; Ohnishi, Shunsuke; Tsuda, Hidetoshi; Otani, Kentaro; Taguchi, Akihiko; Soma, Toshihiro; Ogawa, Hiroyasu; Katsuragi, Shinji; Yoshimatsu, Jun; Harada-Shiba, Mariko; Kangawa, Kenji; Ikeda, Tomoaki",PLOS ONE,FEB 14 2014,2014,,,71.0,7.1,7.333333333,9.0
23390145,2011,2014,14200000,0,382715,4,BIO,8,10.1016/j.yjmcc.2012.06.020,Systemic transplantation of allogenic fetal membrane-derived mesenchymal stem cells suppresses Th1 and Th17 T cell responses in experimental autoimmune myocarditis,"Ohshima, Makiko; Yamahara, Kenichi; Ishikane, Shin; Harada, Kazuhiko; Tsuda, Hidetoshi; Otani, Kentaro; Taguchi, Akihiko; Miyazato, Mikiya; Katsuragi, Shinji; Yoshimatsu, Jun; Kodama, Makoto; Kangawa, Kenji; Ikeda, Tomoaki",JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,SEP 2012,2012,,,35.0,2.92,2.666666667,3.4
23390145,2011,2014,14200000,0,382715,4,BIO,8,10.3109/14653249.2012.658911,Human umbilical cord provides a significant source of unexpanded mesenchymal stromal cells,"Kikuchi-Taura, Akie; Taguchi, Akihiko; Kanda, Takayoshi; Inoue, Takayuki; Kasahara, Yukiko; Hirose, Haruka; Sato, Iori; Matsuyama, Tomohiro; Nakagomi, Takayuki; Yamahara, Kenichi; Stern, David; Ogawa, Hiroyasu; Soma, Toshihiro",CYTOTHERAPY,APR 2012,2012,,,20.0,1.67,1.666666667,3.4
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1111/sji.12067,Enhancement of Intestinal Immune Function in Mice by beta-D-Glucan from Aureobasidium Pullulans ADK-34,"Tanioka, A.; Tanabe, K.; Hosono, A.; Kawakami, H.; Kaminogawa, S.; Tsubaki, K.; Hachimura, S.",SCANDINAVIAN JOURNAL OF IMMUNOLOGY,JUL 2013,2013,,,13.0,1.18,0.666666667,1.0
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1093/intimm/dxt030,Both mutated and unmutated memory B cells accumulate mutations in the course of the secondary response and develop a new antibody repertoire optimally adapted to the secondary stimulus,"Kaji, Tomohiro; Furukawa, Koji; Ishige, Akiko; Toyokura, Itsumi; Nomura, Masaki; Okada, Mariko; Takahashi, Yoshimasa; Shimoda, Michiko; Takemori, Toshitada",INTERNATIONAL IMMUNOLOGY,DEC 2013,2013,,,19.0,1.73,2.0,2.2
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1016/j.vaccine.2013.02.016,Influenza A whole virion vaccine induces a rapid reduction of peripheral blood leukocytes via interferon-alpha-dependent apoptosis,"Ato, Manabu; Takahashi, Yoshimasa; Fujii, Hideki; Hashimoto, Shu-ichi; Kaji, Tomohiro; Itamura, Shigeyuki; Horiuchi, Yoshinobu; Arakawa, Yoshichika; Tashiro, Masato; Takemori, Toshitada",VACCINE,APR 19 2013,2013,,,16.0,1.45,1.666666667,1.4
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1016/j.imbio.2012.07.033,IgA production in the large intestine is modulated by a different mechanism than in the small intestine: Bacteroides acidifaciens promotes IgA production in the large intestine by inducing germinal center formation and increasing the number of IgA(+) B cells,"Yanagibashi, Tsytomu; Hosono, Akira; Oyama, Akihito; Tsuda, Masato; Suzuki, Ami; Hachimura, Satoshi; Takahashi, Yoshimasa; Momose, Yoshika; Itoh, Kikuji; Hirayama, Kazuhiro; Takahashi, Kyoko; Kaminogawa, Shuichi",IMMUNOBIOLOGY,APR 2013,2013,,,100.0,9.09,3.0,4.2
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1084/jem.20120127,Distinct cellular pathways select germline-encoded and somatically mutated antibodies into immunological memory,"Kaji, Tomohiro; Ishige, Akiko; Hikida, Masaki; Taka, Junko; Hijikata, Atsushi; Kubo, Masato; Nagashima, Takeshi; Takahashi, Yoshimasa; Kurosaki, Tomohiro; Okada, Mariko; Ohara, Osamu; Rajewsky, Klaus; Takemori, Toshitada",JOURNAL OF EXPERIMENTAL MEDICINE,OCT 22 2012,2012,,,186.0,15.5,10.66666667,14.6
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1073/pnas.1115369109,Memory B cells in the lung participate in protective humoral immune responses to pulmonary influenza virus reinfection,"Onodera, Taishi; Takahashi, Yoshimasa; Yokoi, Yusuke; Ato, Manabu; Kodama, Yuichi; Hachimura, Satoshi; Kurosaki, Tomohiro; Kobayashi, Kazuo",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,FEB 14 2012,2012,,,137.0,11.42,6.333333333,7.4
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1016/j.imbio.2010.10.007,Commensal bacteria promote migration of mast cells into the intestine,"Kunii, Junichi; Takahashi, Kyoko; Kasakura, Kazumi; Tsuda, Masato; Nakano, Kou; Hosono, Akira; Kaminogawa, Shuichi",IMMUNOBIOLOGY,JUN 2011,2011,,,38.0,2.92,3.333333333,2.8
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1016/j.bbrc.2011.08.035,Transcription of the Tollip gene is elevated in intestinal epithelial cells through impaired O-GlcNAcylation-dependent nuclear translocation of the negative regulator Elf-1,"Sugi, Yutaka; Takahashi, Kyoko; Nakano, Kou; Hosono, Akira; Kaminogawa, Shuichi",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,SEP 9 2011,2011,,,12.0,0.92,0.333333333,0.8
23380073,2011,2013,14400000,0,12601,3,BIO,1,10.1016/j.imlet.2011.09.001,Naive CD4+ T cells of Peyer's patches produce more IL-6 than those of spleen in response to antigenic stimulation,"Hashiguchi, Masaaki; Hachimura, Satoshi; Ametani, Akio; Sato, Takehito; Kojima, Hidefumi; Kumagai, Yoshihiro; Habu, Sonoko; Kobata, Tetsuji; Kaminogawa, Shuichi",IMMUNOLOGY LETTERS,DEC 30 2011,2011,,,11.0,0.85,1.0,1.0
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1073/pnas.1305438111,Overexpression of plasma membrane H+-ATPase in guard cells promotes light-induced stomatal opening and enhances plant growth,"Wang, Yin; Noguchi, Ko; Ono, Natsuko; Inoue, Shin-ichiro; Terashima, Ichiro; Kinoshita, Toshinori",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JAN 7 2014,2014,,,147.0,14.7,16.0,14.0
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1111/nph.12579,Flow-limiting valve for ABA signalling in stomatal guard cells,"Kinoshita, Toshinori",NEW PHYTOLOGIST,DEC 2013,2013,,,1.0,0.09,0.0,0.0
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1104/pp.113.223826,Difference in Abscisic Acid Perception Mechanisms between Closure Induction and Opening Inhibition of Stomata,"Yin, Ye; Adachi, Yuji; Ye, Wenxiu; Hayashi, Maki; Nakamura, Yoshimasa; Kinoshita, Toshinori; Mori, Izumi C.; Murata, Yoshiyuki",PLANT PHYSIOLOGY,OCT 2013,2013,,,44.0,4.0,2.666666667,4.6
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1126/scisignal.2003760,bHLH Transcription Factors That Facilitate K+ Uptake During Stomatal Opening Are Repressed by Abscisic Acid Through Phosphorylation,"Takahashi, Yohei; Ebisu, Yuta; Kinoshita, Toshinori; Doi, Michio; Okuma, Eiji; Murata, Yoshiyuki; Shimazaki, Ken-ichiro",SCIENCE SIGNALING,JUN 18 2013,2013,,,82.0,7.45,5.666666667,7.6
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1104/pp.113.217984,"TWIN SISTER OF FT, GIGANTEA, and CONSTANS Have a Positive But Indirect Effect on Blue Light-Induced Stomatal Opening in Arabidopsis","Ando, Eigo; Ohnishi, Masato; Wang, Yin; Matsushita, Tomonao; Watanabe, Aiko; Hayashi, Yuki; Fujii, Miho; Ma, Jian Feng; Inoue, Shin-ichiro; Kinoshita, Toshinori",PLANT PHYSIOLOGY,JUL 2013,2013,,,54.0,4.91,5.333333333,5.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1104/pp.112.195537,Characterization of the Plasma Membrane H+-ATPase in the Liverwort Marchantia polymorpha,"Okumura, Masaki; Inoue, Shin-ichiro; Takahashi, Koji; Ishizaki, Kimitsune; Kohchi, Takayuki; Kinoshita, Toshinori",PLANT PHYSIOLOGY,JUN 2012,2012,,,34.0,2.83,1.666666667,2.6
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1104/pp.112.196428,Auxin Activates the Plasma Membrane H+-ATPase by Phosphorylation during Hypocotyl Elongation in Arabidopsis,"Takahashi, Koji; Hayashi, Ken-ichiro; Kinoshita, Toshinori",PLANT PHYSIOLOGY,JUN 2012,2012,,,216.0,18.0,10.66666667,13.8
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1016/j.cub.2011.06.025,FLOWERING LOCUS T Regulates Stomatal Opening,"Kinoshita, Toshinori; Ono, Natsuko; Hayashi, Yuki; Morimoto, Sayuri; Nakamura, Suguru; Soda, Midori; Kato, Yuma; Ohnishi, Masato; Nakano, Takeshi; Inoue, Shin-ichiro; Shimazaki, Ken-ichiro",CURRENT BIOLOGY,JUL 26 2011,2011,,,151.0,11.62,9.333333333,12.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1093/pcp/pcr072,Immunohistochemical Detection of Blue Light-Induced Phosphorylation of the Plasma Membrane H+-ATPase in Stomatal Guard Cells,"Hayashi, Maki; Inoue, Shin-ichiro; Takahashi, Koji; Kinoshita, Toshinori",PLANT AND CELL PHYSIOLOGY,JUL 2011,2011,,,95.0,7.31,4.333333333,6.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1007/s10265-011-0426-x,"Mg-chelatase H subunit affects ABA signaling in stomatal guard cells, but is not an ABA receptor in Arabidopsis thaliana","Tsuzuki, Tomo; Takahashi, Koji; Inoue, Shin-ichiro; Okigaki, Yukiko; Tomiyama, Masakazu; Hossain, Mohammad Anowar; Shimazaki, Ken-ichiro; Murata, Yoshiyuki; Kinoshita, Toshinori",JOURNAL OF PLANT RESEARCH,JUL 2011,2011,,,54.0,4.15,6.0,6.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.3389/fpls.2013.00440,Overexpression of the Mg-chelatase H subunit in guard cells confers drought tolerance via promotion of stomatal closure in Arabidopsis thaliana,"Tsuzuki, Tomo; Takahashi, Koji; Tomiyama, Masakazu; Inoue, Shin-ichiro; Kinoshita, Toshinori",FRONTIERS IN PLANT SCIENCE,OCT 30 2013,2013,,,18.0,1.64,3.333333333,2.6
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1093/pcp/pcu028,Abscisic Acid Suppresses Hypocotyl Elongation by Dephosphorylating Plasma Membrane H+-ATPase in Arabidopsis thaliana,"Hayashi, Yuki; Takahashi, Koji; Inoue, Shin-ichiro; Kinoshita, Toshinori",PLANT AND CELL PHYSIOLOGY,APR 2014,2014,,,63.0,6.3,4.666666667,6.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1007/s11104-012-1136-4,Stimulation of phosphorus uptake by ammonium nutrition involves plasma membrane H+ ATPase in rice roots,"Zeng, Houqing; Liu, Gan; Kinoshita, Toshinori; Zhang, Ruiping; Zhu, Yiyong; Shen, Qirong; Xu, Guohua",PLANT AND SOIL,AUG 2012,2012,,,45.0,3.75,0.333333333,2.4
23370019,2011,2013,12600000,0,13901,3,BIO,1,10.1104/pp.111.175943,Functional Analyses of the Activation Loop of Phototropin2 in Arabidopsis,"Inoue, Shin-ichiro; Matsushita, Tomonao; Tomokiyo, Yuta; Matsumoto, Masaki; Nakayama, Keiichi I.; Kinoshita, Toshinori; Shimazaki, Ken-ichiro",PLANT PHYSIOLOGY,MAY 2011,2011,,,58.0,4.46,5.0,5.6
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.stem.2013.01.009,Modeling Alzheimer's Disease with iPSCs Reveals Stress Phenotypes Associated with Intracellular A beta and Differential Drug Responsiveness,"Kondo, Takayuki; Asai, Masashi; Tsukita, Kayoko; Kutoku, Yumiko; Ohsawa, Yutaka; Sunada, Yoshihide; Imamura, Keiko; Egawa, Naohiro; Yahata, Naoki; Okita, Keisuke; Takahashi, Kazutoshi; Asaka, Isao; Aoi, Takashi; Watanabe, Akira; Watanabe, Kaori; Kadoya, Chie; Nakano, Rie; Watanabe, Dai; Maruyama, Kei; Hori, Osamu; Hibino, Satoshi; Choshi, Tominari; Nakahata, Tatsutoshi; Hioki, Hiroyuki; Kaneko, Takeshi; Naitoh, Motoko; Yoshikawa, Katsuhiro; Yamawaki, Satoko; Suzuki, Shigehiko; Hata, Ryuji; Ueno, Shu-ichi; Seki, Tsuneyoshi; Kobayashi, Kazuhiro; Toda, Tatsushi; Murakami, Kazuma; Irie, Kazuhiro; Klein, William L.; Mori, Hiroshi; Asada, Takashi; Takahashi, Ryosuke; Iwata, Nobuhisa; Yamanaka, Shinya; Inoue, Haruhisa",CELL STEM CELL,APR 4 2013,2013,,,512.0,46.55,41.66666667,50.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.febslet.2013.02.046,"ATP13A2 deficiency induces a decrease in cathepsin D activity, fingerprint-like inclusion body formation, and selective degeneration of dopaminergic neurons","Matsui, Hideaki; Sato, Fumiaki; Sato, Shigeto; Koike, Masato; Taruno, Yosuke; Saiki, Shinji; Funayama, Manabu; Ito, Hidefumi; Taniguchi, Yoshihito; Uemura, Norihito; Toyoda, Atsushi; Sakaki, Yoshiyuki; Takeda, Shunichi; Uchiyama, Yasuo; Hattori, Nobutaka; Takahashi, Ryosuke",FEBS LETTERS,MAY 2 2013,2013,,,53.0,4.82,4.0,5.2
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1093/brain/awt029,Loss of TDP-43 causes age-dependent progressive motor neuron degeneration,"Iguchi, Yohei; Katsuno, Masahisa; Niwa, Jun-ichi; Takagi, Shinnosuke; Ishigaki, Shinsuke; Ikenaka, Kensuke; Kawai, Kaori; Watanabe, Hirohisa; Yamanaka, Koji; Takahashi, Ryosuke; Misawa, Hidemi; Sasaki, Shoichi; Tanaka, Fumiaki; Sobue, Gen",BRAIN,MAY 2013,2013,,,118.0,10.73,9.0,10.6
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1126/scitranslmed.3005697,Response to Comment on Drug Screening for ALS Using Patient-Specific Induced Pluripotent Stem Cells,"Egawa, Naohiro; Kitaoka, Shiho; Tsukita, Kayoko; Naitoh, Motoko; Takahashi, Kazutoshi; Yamamoto, Takuya; Adachi, Fumihiko; Kondo, Takayuki; Okita, Keisuke; Asaka, Isao; Aoi, Takashi; Watanabe, Akira; Yamada, Yasuhiro; Morizane, Asuka; Takahashi, Jun; Ayaki, Takashi; Ito, Hidefumi; Yoshikawa, Katsuhiro; Yamawaki, Satoko; Suzuki, Shigehiko; Watanabe, Dai; Hioki, Hiroyuki; Kaneko, Takeshi; Makioka, Kouki; Okamoto, Koichi; Takuma, Hiroshi; Tamaoka, Akira; Hasegawa, Kazuko; Nonaka, Takashi; Hasegawa, Masato; Kawata, Akihiro; Yoshida, Minoru; Nakahata, Tatsutoshi; Takahashi, Ryosuke; Marchetto, Maria C. N.; Gage, Fred H.; Yamanaka, Shinya; Inoue, Haruhisa",SCIENCE TRANSLATIONAL MEDICINE,JUN 5 2013,2013,,,4.0,0.36,1.0,0.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1093/hmg/ddt095,PINK1 and Parkin complementarily protect dopaminergic neurons in vertebrates,"Matsui, Hideaki; Gavinio, Roberto; Asano, Takeshi; Uemura, Norihito; Ito, Hidefumi; Taniguchi, Yoshihito; Kobayashi, Yoshito; Maki, Takakuni; Shen, Jie; Takeda, Shunichi; Uemura, Kengo; Yamakado, Hodaka; Takahashi, Ryosuke",HUMAN MOLECULAR GENETICS,JUN 15 2013,2013,,,36.0,3.27,3.666666667,3.6
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neulet.2013.04.057,Copper enhances APP dimerization and promotes A beta production,"Noda, Yasuha; Asada, Megumi; Kubota, Masakazu; Maesako, Masato; Watanabe, Kiwamu; Uemura, Maiko; Kihara, Takeshi; Shimohama, Shun; Takahashi, Ryosuke; Kinoshita, Ayae; Uemura, Kengo",NEUROSCIENCE LETTERS,JUN 28 2013,2013,,,41.0,3.73,5.0,4.4
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1186/1756-6606-6-35,"Chronic overload of SEPT4, a parkin substrate that aggregates in Parkinson's disease, causes behavioral alterations but not neurodegeneration in mice","Ageta-Ishihara, Natsumi; Yamakado, Hodaka; Morita, Takao; Hattori, Satoko; Takao, Keizo; Miyakawa, Tsuyoshi; Takahashi, Ryosuke; Kinoshita, Makoto",MOLECULAR BRAIN,AUG 11 2013,2013,,,20.0,1.82,1.0,1.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1111/jnc.12326,Optineurin suppression causes neuronal cell death via NF-kappa B pathway,"Akizuki, Mayumi; Yamashita, Hirofumi; Uemura, Kengo; Maruyama, Hirofumi; Kawakami, Hideshi; Ito, Hidefumi; Takahashi, Ryosuke",JOURNAL OF NEUROCHEMISTRY,SEP 2013,2013,,,67.0,6.09,4.333333333,5.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neurobiolaging.2013.07.014,Nardilysin prevents amyloid plaque formation by enhancing alpha-secretase activity in an Alzheimer's disease mouse model,"Ohno, Mikiko; Hiraoka, Yoshinori; Lichtenthaler, Stefan F.; Nishi, Kiyoto; Saijo, Sayaka; Matsuoka, Tatsuhiko; Tomimoto, Hidekazu; Araki, Wataru; Takahashi, Ryosuke; Kita, Toru; Kimura, Takeshi; Nishi, Eiichiro",NEUROBIOLOGY OF AGING,JAN 2014,2014,,,24.0,2.4,3.666666667,3.2
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neurobiolaging.2013.07.014,Nardilysin prevents amyloid plaque formation by enhancing alpha-secretase activity in an Alzheimer's disease mouse model,"Ohno, Mikiko; Hiraoka, Yoshinori; Lichtenthaler, Stefan F.; Nishi, Kiyoto; Saijo, Sayaka; Matsuoka, Tatsuhiko; Tomimoto, Hidekazu; Araki, Wataru; Takahashi, Ryosuke; Kita, Toru; Kimura, Takeshi; Nishi, Eiichiro",NEUROBIOLOGY OF AGING,JAN 2014,2014,,,24.0,2.4,3.666666667,3.2
23300117,2011,2013,15400000,0,14301,3,INT,1,10.1016/j.neurobiolaging.2013.07.014,Nardilysin prevents amyloid plaque formation by enhancing alpha-secretase activity in an Alzheimer's disease mouse model,"Ohno, Mikiko; Hiraoka, Yoshinori; Lichtenthaler, Stefan F.; Nishi, Kiyoto; Saijo, Sayaka; Matsuoka, Tatsuhiko; Tomimoto, Hidekazu; Araki, Wataru; Takahashi, Ryosuke; Kita, Toru; Kimura, Takeshi; Nishi, Eiichiro",NEUROBIOLOGY OF AGING,JAN 2014,2014,,,24.0,2.4,3.666666667,3.2
23300117,2011,2013,15400000,0,14301,3,INT,1,10.1016/j.neurobiolaging.2013.07.014,Nardilysin prevents amyloid plaque formation by enhancing alpha-secretase activity in an Alzheimer's disease mouse model,"Ohno, Mikiko; Hiraoka, Yoshinori; Lichtenthaler, Stefan F.; Nishi, Kiyoto; Saijo, Sayaka; Matsuoka, Tatsuhiko; Tomimoto, Hidekazu; Araki, Wataru; Takahashi, Ryosuke; Kita, Toru; Kimura, Takeshi; Nishi, Eiichiro",NEUROBIOLOGY OF AGING,JAN 2014,2014,,,24.0,2.4,3.666666667,3.2
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1371/journal.pone.0072796,Continuation of Exercise Is Necessary to Inhibit High Fat Diet-Induced beta-Amyloid Deposition and Memory Deficit in Amyloid Precursor Protein Transgenic Mice,"Maesako, Masato; Uemura, Kengo; Iwata, Ayana; Kubota, Masakazu; Watanabe, Kiwamu; Uemura, Maiko; Noda, Yasuha; Asada-Utsugi, Megumi; Kihara, Takeshi; Takahashi, Ryosuke; Shimohama, Shun; Kinoshita, Ayae",PLOS ONE,SEP 4 2013,2013,,,30.0,2.73,3.333333333,3.4
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1002/mds.25711,The Function of Parkin: Revisited,"Yamakado, Hodaka; Takahashi, Ryosuke",MOVEMENT DISORDERS,DEC 2013,2013,,,0.0,0.0,0.0,0.0
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1002/mds.25710,Genetic Correction Will Be a Standard Method for the Patient-Derived iPS Cell Research?,"Takahashi, Ryosuke; Yamakado, Hodaka",MOVEMENT DISORDERS,DEC 2013,2013,,,0.0,0.0,0.0,0.0
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neures.2013.09.006,"Chicken DT40 cell line lacking DJ-1, the gene responsible for familial Parkinson's disease, displays mitochondrial dysfunction","Minakawa, Eiko N.; Yamakado, Hodaka; Tanaka, Atsushi; Uemura, Kengo; Takeda, Shunichi; Takahashi, Ryosuke",NEUROSCIENCE RESEARCH,DEC 2013,2013,,,5.0,0.45,0.0,0.4
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1101/gad.203406.112,Tricornered/NDR kinase signaling mediates PINK1-directed mitochondrial quality control and tissue maintenance,"Wu, Zhihao; Sawada, Tomoyo; Shiba, Kahori; Liu, Song; Kanao, Tomoko; Takahashi, Ryosuke; Hattori, Nobutaka; Imai, Yuzuru; Lu, Bingwei",GENES & DEVELOPMENT,JAN 15 2013,2013,,,36.0,3.27,4.333333333,4.0
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1111/dgd.12104,"Design, evaluation, and screening methods for efficient targeted mutagenesis with transcription activator-like effector nucleases in medaka","Ansai, Satoshi; Inohaya, Keiji; Yoshiura, Yasutoshi; Schartl, Manfred; Uemura, Norihito; Takahashi, Ryosuke; Kinoshita, Masato",DEVELOPMENT GROWTH & DIFFERENTIATION,JAN 2014,2014,,,58.0,5.8,7.333333333,7.4
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neures.2013.12.002,Involvement of Wnt/beta-catenin signaling in the development of neuropathic pain,"Itokazu, Takahide; Hayano, Yasufumi; Takahashi, Ryosuke; Yamashita, Toshihide",NEUROSCIENCE RESEARCH,FEB 2014,2014,,,47.0,4.7,3.666666667,3.4
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1111/jnc.12441,Transglutaminase 2 accelerates neuroinflammation in amyotrophic lateral sclerosis through interaction with misfolded superoxide dismutase 1,"Oono, Miki; Okado-Matsumoto, Ayako; Shodai, Akemi; Ido, Akemi; Ohta, Yasuyuki; Abe, Koji; Ayaki, Takashi; Ito, Hidefumi; Takahashi, Ryosuke; Taniguchi, Naoyuki; Urushitani, Makoto",JOURNAL OF NEUROCHEMISTRY,FEB 2014,2014,,,21.0,2.1,2.333333333,1.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1111/j.1471-4159.2012.07741.x,Gain of function by phosphorylation in Presenilin 1-mediated regulation of insulin signaling,"Maesako, Masato; Uemura, Kengo; Kuzuya, Akira; Sasaki, Kazuki; Asada, Megumi; Watanabe, Kiwamu; Ando, Koichi; Kubota, Masakazu; Akiyama, Haruhiko; Takahashi, Ryosuke; Kihara, Takeshi; Shimohama, Shun; Kinoshita, Ayae",JOURNAL OF NEUROCHEMISTRY,JUN 2012,2012,,,6.0,0.5,0.0,0.6
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1093/hmg/dds184,A rat model for LGI1-related epilepsies,"Baulac, Stephanie; Ishida, Saeko; Mashimo, Tomoji; Boillot, Morgane; Fumoto, Naohiro; Kuwamura, Mitsuru; Ohno, Yukihiro; Takizawa, Akiko; Aoto, Toshihiro; Ueda, Masatsugu; Ikeda, Akio; LeGuern, Eric; Takahashi, Ryosuke; Serikawa, Tadao",HUMAN MOLECULAR GENETICS,AUG 15 2012,2012,,,27.0,2.25,2.333333333,2.8
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1016/j.neures.2012.03.010,alpha-Synuclein BAC transgenic mice as a model for Parkinson's disease manifested decreased anxiety-like behavior and hyperlocomotion,"Yamakado, Hodaka; Moriwaki, Yasuhiro; Yamasaki, Nobuyuki; Miyakawa, Tsuyoshi; Kurisu, Junko; Uemura, Kengo; Inoue, Haruhisa; Takahashi, Makio; Takahashi, Ryosuke",NEUROSCIENCE RESEARCH,JUN 2012,2012,,,35.0,2.92,2.666666667,2.2
23390232,2011,2013,14800000,0,14301,3,BIO,1,10.1073/pnas.1209979109,Donor-dependent variations in hepatic differentiation from human-induced pluripotent stem cells,"Kajiwara, Masatoshi; Aoi, Takashi; Okita, Keisuke; Takahashi, Ryosuke; Inoue, Haruhisa; Takayama, Naoya; Endo, Hiroshi; Eto, Koji; Toguchida, Junya; Uemoto, Shinji; Yamanaka, Shinya",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,JUL 31 2012,2012,,,217.0,18.08,11.66666667,15.2
