awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.84.032108
21540409,2009,2011,3400000,0,15401,3,682,1,10.1073/pnas.1018839108
21540409,2009,2011,3400000,0,15401,3,682,1,10.1088/1367-2630/13/3/033041
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.83.022106
21540409,2009,2011,3400000,0,15401,3,682,1,10.1088/1367-2630/12/4/043053
21540409,2009,2011,3400000,0,15401,3,682,1,10.1038/nphoton.2010.34
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.81.033819
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.81.012103
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.80.062102
21540409,2009,2011,3400000,0,15401,3,682,1,10.1103/physreva.80.013822
21540409,2009,2011,3400000,0,15401,3,682,1,10.1088/1751-8113/42/27/275304
21550083,2009,2011,3700000,0,16101,3,682,1,10.2116/analsci.28.523
21550083,2009,2011,3700000,0,16101,3,682,1,10.2116/analsci.27.305
21550083,2009,2011,3700000,0,16101,3,682,1,10.2116/analsci.26.797
21550083,2009,2011,3700000,0,16101,3,682,1,10.2116/analsci.26.791
21560537,2009,2011,3100000,0,13501,3,682,1,10.1002/hyp.8301
21540037,2009,2012,2800000,0,14301,4,682,1,10.1016/j.aim.2013.04.001
21540037,2009,2012,2800000,0,14301,4,682,1,10.1515/crelle.2011.119
21540037,2009,2012,2800000,0,14301,4,682,1,10.1016/j.matpur.2011.04.003
21540037,2009,2012,2800000,0,14301,4,682,1,10.1112/jlms/jdr025
21540037,2009,2012,2800000,0,14301,4,682,1,10.1090/conm/538/10606
21540037,2009,2012,2800000,0,14301,4,682,1,10.1007/s00229-010-0398-5
21540352,2009,2011,3500000,0,12601,3,682,1,10.1103/physrevb.84.094521
21540352,2009,2011,3500000,0,12601,3,682,1,10.1103/physreva.83.053624
21540352,2009,2011,3500000,0,12601,3,682,1,10.1103/physreva.84.013616
21550089,2009,2011,3700000,0,32659,3,682,3,10.1016/j.jchromb.2011.02.017
21550089,2009,2011,3700000,0,32659,3,682,3,10.1002/ejlt.201000366
21550089,2009,2011,3700000,0,32659,3,682,3,10.1002/elan.201100223
21550089,2009,2011,3700000,0,32659,3,682,3,10.1002/bmc.1332
21550089,2009,2011,3700000,0,32659,3,682,3,10.1039/b9ay00195f
21550089,2009,2011,3700000,0,32659,3,682,3,10.1016/j.chroma.2010.02.050
21550089,2009,2011,3700000,0,32659,3,682,3,10.1016/j.ab.2009.06.032
21550089,2009,2011,3700000,0,32659,3,682,3,10.2116/analsci.25.1007
22540287,2010,2012,2400000,0,18001,3,682,1,10.1007/jhep06(2011)123
22540287,2010,2012,2400000,0,18001,3,682,1,10.1142/s0217732311037297
22560700,2010,2012,3500000,0,16201,3,682,1,10.1016/j.msea.2013.03.071
22550114,2010,2012,3500000,0,32702,3,682,3,10.1016/j.colsurfb.2011.09.027
22540218,2010,2012,2300000,0,12201,3,682,1,10.1080/10236198.2013.767897
22540218,2010,2012,2300000,0,12201,3,682,1,10.3934/dcds.2013.33.2991
22540218,2010,2012,2300000,0,12201,3,682,1,10.1080/14689367.2012.691960
22540281,2010,2012,2100000,0,14501,3,682,1,10.1093/ptep/pts097
22540281,2010,2012,2100000,0,14501,3,682,1,10.1143/ptp.126.841
22540281,2010,2012,2100000,0,14501,3,682,1,10.3842/sigma.2011.065
22540281,2010,2012,2100000,0,14501,3,682,1,10.1103/physrevd.84.025018
22540281,2010,2012,2100000,0,14501,3,682,1,10.1143/ptp.125.225
22550136,2010,2012,3700000,0,82108,3,682,10,10.1039/c2nr32076b
22550136,2010,2012,3700000,0,82108,3,682,10,10.1149/2.071207jes
22540235,2010,2012,2200000,0,32689,3,682,3,10.1016/j.jde.2011.09.008
22560134,2010,2012,3400000,0,12101,3,682,1,10.1016/j.precisioneng.2012.11.003
22560134,2010,2012,3400000,0,12101,3,682,1,10.2474/trol.8.38
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/kem.523-524.167
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/kem.523-524.7
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/msf.706-709.2646
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/amr.126-128.843
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/msf.654-656.1784
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/kem.443.417
22560134,2010,2012,3400000,0,12101,3,682,1,10.1177/0954405411414768
22560134,2010,2012,3400000,0,12101,3,682,1,10.1088/0268-1242/26/10/105002
22560134,2010,2012,3400000,0,12101,3,682,1,10.1016/j.ijmachtools.2011.07.001
22560134,2010,2012,3400000,0,12101,3,682,1,10.1016/j.ijmachtools.2010.11.012
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/amr.325.672
22560134,2010,2012,3400000,0,12101,3,682,1,10.4028/www.scientific.net/amr.325.678
22560316,2010,2012,3400000,0,82108,3,682,10,10.1063/1.3609245
22560316,2010,2012,3400000,0,82108,3,682,10,10.1016/j.jcrysgro.2010.10.210
22560316,2010,2012,3400000,0,82108,3,682,10,10.1364/oe.19.011786
22550017,2010,2012,3600000,0,17102,3,682,1,10.1021/jp309589f
22550017,2010,2012,3600000,0,17102,3,682,1,10.1021/jp1083696
22550017,2010,2012,3600000,0,17102,3,682,1,10.1007/s10973-009-0549-7
22550017,2010,2012,3600000,0,17102,3,682,1,10.1016/j.colsurfa.2010.08.057
22550017,2010,2012,3600000,0,17102,3,682,1,10.1016/j.colsurfa.2009.08.024
22540251,2010,2013,3300000,0,14403,4,682,1,10.1093/ptep/ptt028
22540251,2010,2013,3300000,0,14403,4,682,1,10.1093/mnras/stt1751
22540251,2010,2013,3300000,0,14403,4,682,1,10.1093/mnras/stt1752
22540251,2010,2013,3300000,0,14403,4,682,1,10.1093/pasj/pst013
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2013/03/020
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2013.01.017
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.87.035010
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.87.063514
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2013.01.002
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2013/03/016
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.87.023517
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2013/01/001
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.87.063519
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2012/08/031
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.85.105020
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2012.03.056
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.84.123528
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2011/10/028
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.83.123521
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2011/09/008
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2011/08/030
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.83.123531
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.82.123531
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2010/06/008
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2010/05/032
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.81.103523
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2010.04.054
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2010/02/013
22540267,2010,2012,3300000,0,12601,3,682,1,10.1143/ptp.123.853
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.86.063003
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2012.10.080
22540267,2010,2012,3300000,0,12601,3,682,1,10.1103/physrevd.83.123511
22540267,2010,2012,3300000,0,12601,3,682,1,10.1088/1475-7516/2012/02/022
22540267,2010,2012,3300000,0,12601,3,682,1,10.1016/j.physletb.2012.03.069
22560418,2010,2012,3400000,0,13904,3,682,1,10.1299/kikaib.77.1994
22540487,2010,2012,3500000,0,11501,3,682,1,10.1016/j.jvolgeores.2012.08.005
22540487,2010,2012,3500000,0,11501,3,682,1,10.1007/s12040-012-0245-z
22560818,2010,2012,3500000,0,12101,3,682,1,10.1016/j.fusengdes.2013.02.163
22560818,2010,2012,3500000,0,12101,3,682,1,10.1585/pfr.7.2405099
22560402,2010,2012,3200000,0,16101,3,682,1,10.2316/p.2012.764-095
22560049,2010,2012,3200000,0,11301,3,682,1,10.1088/0957-0233/22/3/035703
22540472,2010,2012,2000000,0,17701,3,682,1,10.1016/j.jseaes.2012.04.025
22540472,2010,2012,2000000,0,17701,3,682,1,10.1111/iar.12017
22540472,2010,2012,2000000,0,17701,3,682,1,10.1111/iar.12004
22540472,2010,2012,2000000,0,17701,3,682,1,10.1111/iar.12011
22540472,2010,2012,2000000,0,17701,3,682,1,10.5575/geosoc.117.468
22540092,2010,2013,3200000,0,22604,4,682,2,10.1017/s0143385712000168
22540092,2010,2013,3200000,0,22604,4,682,2,10.1088/0951-7715/25/12/3277
22540092,2010,2013,3200000,0,22604,4,682,2,10.3836/tjm/1313074451
22540092,2010,2013,3200000,0,22604,4,682,2,10.2140/gt.2011.15.827
22550169,2010,2012,3000000,0,82108,3,682,10,10.1021/am500762c
22550169,2010,2012,3000000,0,82108,3,682,10,10.1021/nl402237u
22550169,2010,2012,3000000,0,82108,3,682,10,10.1016/j.jssc.2013.04.043
22550169,2010,2012,3000000,0,82108,3,682,10,10.1063/1.4799780
22550169,2010,2012,3000000,0,82108,3,682,10,10.1063/1.3672825
22550169,2010,2012,3000000,0,82108,3,682,10,10.1149/2.079203jes
22550169,2010,2012,3000000,0,82108,3,682,10,10.1016/j.scriptamat.2011.04.016
22550169,2010,2012,3000000,0,82108,3,682,10,10.1063/1.3503397
22550169,2010,2012,3000000,0,82108,3,682,10,10.1111/j.1551-2916.2010.04229.x
22550169,2010,2012,3000000,0,82108,3,682,10,10.1002/pssr.201004337
22550169,2010,2012,3000000,0,82108,3,682,10,10.1016/j.physc.2010.01.065
22550169,2010,2012,3000000,0,82108,3,682,10,10.1063/1.3360358
22550169,2010,2012,3000000,0,82108,3,682,10,10.1016/j.electacta.2013.06.130
22550123,2010,2013,3600000,0,24201,4,682,2,10.1246/cl.130114
22550123,2010,2013,3600000,0,24201,4,682,2,10.1088/1742-6596/433/1/012007
22550123,2010,2013,3600000,0,24201,4,682,2,10.1088/1742-6596/433/1/012010
22550123,2010,2013,3600000,0,24201,4,682,2,10.1246/cl.2013.177
22540390,2010,2013,2600000,0,15401,4,682,1,10.1103/physreva.85.062508
22540390,2010,2013,2600000,0,15401,4,682,1,10.1088/1742-6596/400/3/032019
22540390,2010,2013,2600000,0,15401,4,682,1,10.1002/qua.24054
22540390,2010,2013,2600000,0,15401,4,682,1,10.1103/physreva.87.032511
22540390,2010,2013,2600000,0,15401,4,682,1,10.1016/j.physb.2012.04.022
22540390,2010,2013,2600000,0,15401,4,682,1,10.1103/physreva.84.044502
22540390,2010,2013,2600000,0,15401,4,682,1,10.1143/jpsjs.80sa.sa122
22540288,2010,2012,1900000,0,27102,3,682,2,10.1103/physrevc.86.014317
22540288,2010,2012,1900000,0,27102,3,682,2,10.1103/physrevc.86.061301
22540288,2010,2012,1900000,0,27102,3,682,2,10.1016/j.nuclphysa.2013.02.003
22540288,2010,2012,1900000,0,27102,3,682,2,10.1088/1742-6596/312/8/082008
22540063,2010,2012,3300000,0,12102,3,682,1,10.1016/j.topol.2010.02.002
22540063,2010,2012,3300000,0,12102,3,682,1,10.1090/s0002-9947-2010-05101-3
22540063,2010,2012,3300000,0,12102,3,682,1,10.1016/j.topol.2010.12.004
22540063,2010,2012,3300000,0,12102,3,682,1,10.4153/cjm-2010-083-5
22540063,2010,2012,3300000,0,12102,3,682,1,10.3336/gm.46.2.16
22540063,2010,2012,3300000,0,12102,3,682,1,10.4153/cmb-2011-055-7
22540063,2010,2012,3300000,0,12102,3,682,1,10.2969/jmsj/06330789
22560002,2010,2012,3300000,0,12401,3,682,1,10.1063/1.4804298
22560002,2010,2012,3300000,0,12401,3,682,1,10.1063/1.4792691
22560002,2010,2012,3300000,0,12401,3,682,1,10.7567/jjap.52.020202
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/apex.5.125104
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/apex.5.121601
22560002,2010,2012,3300000,0,12401,3,682,1,10.1063/1.4709615
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/apex.5.032301
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/jjap.50.071604
22560002,2010,2012,3300000,0,12401,3,682,1,10.1016/j.tsf.2011.04.042
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/apex.4.021603
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/jjap.51.10ne30
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/jjap.51.10ne22
22560002,2010,2012,3300000,0,12401,3,682,1,10.1002/pssc.201200132
22560002,2010,2012,3300000,0,12401,3,682,1,10.1002/pssc.201200131
22560002,2010,2012,3300000,0,12401,3,682,1,10.1002/pssc.201200130
22560002,2010,2012,3300000,0,12401,3,682,1,10.1002/pssc.201200129
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/jjap.51.061602
22560002,2010,2012,3300000,0,12401,3,682,1,10.1039/c2ce25163a
22560002,2010,2012,3300000,0,12401,3,682,1,10.1143/jjap.50.081603
22540180,2010,2012,3300000,0,13301,3,682,1,10.1007/s00033-013-0319-z
22540180,2010,2012,3300000,0,13301,3,682,1,10.1088/0951-7715/26/5/1345
22540180,2010,2012,3300000,0,13301,3,682,1,10.3934/dcds.2013.33.2189
22540180,2010,2012,3300000,0,13301,3,682,1,10.1016/j.jde.2012.08.008
22540180,2010,2012,3300000,0,13301,3,682,1,10.1007/s10569-011-9338-2
22540180,2010,2012,3300000,0,13301,3,682,1,10.1007/s00205-010-0334-6
22540180,2010,2012,3300000,0,13301,3,682,1,10.1088/0951-7715/26/6/1823
22540180,2010,2012,3300000,0,13301,3,682,1,10.1088/1751-8113/44/49/495101
22560713,2010,2012,3500000,0,12701,3,682,1,10.1016/j.surfcoat.2012.11.078
22560713,2010,2012,3500000,0,12701,3,682,1,10.4028/www.scientific.net/msf.740-742.235
22560713,2010,2012,3500000,0,12701,3,682,1,10.1016/j.surfcoat.2011.09.037
22550079,2010,2012,3700000,0,22604,3,682,2,10.1299/jmmp.7.199
22550079,2010,2012,3700000,0,22604,3,682,2,10.1002/jms.3159
22550079,2010,2012,3700000,0,22604,3,682,2,10.1021/ac302353q
22550079,2010,2012,3700000,0,22604,3,682,2,10.1016/s1001-0742(11)60802-4
22550079,2010,2012,3700000,0,22604,3,682,2,10.1016/j.snb.2012.04.007
22550079,2010,2012,3700000,0,22604,3,682,2,10.1016/j.aca.2012.06.022
22550079,2010,2012,3700000,0,22604,3,682,2,10.1002/jssc.201100446
22560269,2010,2012,3000000,0,13903,3,682,1,10.1541/ieejpes.132.226
22560195,2010,2012,3400000,0,13904,3,682,1,10.1299/jee.8.11
22560074,2010,2012,3500000,0,13101,3,682,1,10.1115/1.4024284
22560074,2010,2012,3500000,0,13101,3,682,1,10.1007/s00167-012-2010-x
22560074,2010,2012,3500000,0,13101,3,682,1,10.1002/jor.22126
22560074,2010,2012,3500000,0,13101,3,682,1,10.1007/s00776-011-0149-9
22550082,2010,2012,3700000,0,32660,3,682,3,10.1246/bcsj.20120061
22550082,2010,2012,3700000,0,32660,3,682,3,10.1007/s10847-010-9900-7
22560449,2010,2012,3400000,0,17104,3,682,1,10.1109/tcst.2012.2208752
22560449,2010,2012,3400000,0,17104,3,682,1,10.1109/tac.2012.2231552
22560449,2010,2012,3400000,0,17104,3,682,1,10.1109/tac.2012.2206709
22560449,2010,2012,3400000,0,17104,3,682,1,10.1002/asjc.538
22560449,2010,2012,3400000,0,17104,3,682,1,10.1016/j.automatica.2012.03.018
22560449,2010,2012,3400000,0,17104,3,682,1,10.1109/tac.2011.2170454
22560449,2010,2012,3400000,0,17104,3,682,1,10.3166/ejc.17.357-365
22560449,2010,2012,3400000,0,17104,3,682,1,10.1016/j.automatica.2010.06.037
22540244,2010,2012,3300000,0,11501,3,682,1,10.1111/j.1365-2966.2012.21832.x
22540244,2010,2012,3300000,0,11501,3,682,1,10.1017/s1743921312023861
22560243,2010,2012,3300000,0,12501,3,682,1,10.1109/icma.2012.6282856
22560311,2010,2012,3400000,0,53601,3,682,7,10.1016/j.apsusc.2012.10.137
22560311,2010,2012,3400000,0,53601,3,682,7,10.1016/j.synthmet.2011.04.005
22560311,2010,2012,3400000,0,53601,3,682,7,10.1016/j.matlet.2012.07.093
22560311,2010,2012,3400000,0,53601,3,682,7,10.7209/tanso.2012.292
22560311,2010,2012,3400000,0,53601,3,682,7,10.1021/nn202541c
22540485,2010,2012,3300000,0,10106,3,682,1,10.1021/jp312297h
22540485,2010,2012,3300000,0,10106,3,682,1,10.1016/j.rgg.2013.03.009
22540485,2010,2012,3300000,0,10106,3,682,1,10.1016/j.jseaes.2012.03.009
22540485,2010,2012,3300000,0,10106,3,682,1,10.3208/jgs.7.503
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-012-0287-x
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-012-0294-y
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-012-0285-z
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-012-0292-0
22540485,2010,2012,3300000,0,10106,3,682,1,10.3720/japt.77.268
22540485,2010,2012,3300000,0,10106,3,682,1,10.1039/c1cp22353d
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-010-0190-2
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-010-0203-1
22540485,2010,2012,3300000,0,10106,3,682,1,10.1007/s00367-009-0178-y
22540511,2010,2012,3200000,0,63902,3,682,5,10.1017/s0263034611000735
22540511,2010,2012,3200000,0,63902,3,682,5,10.1017/s0263034611000723
22540511,2010,2012,3200000,0,63902,3,682,5,10.1088/0029-5515/51/7/073022
22540511,2010,2012,3200000,0,63902,3,682,5,10.1088/1742-6596/244/2/022050
22540511,2010,2012,3200000,0,63902,3,682,5,10.1088/1742-6596/244/2/022040
22540511,2010,2012,3200000,0,63902,3,682,5,10.1017/s0263034611000802
22540511,2010,2012,3200000,0,63902,3,682,5,10.1103/physrevlett.109.185001
22540511,2010,2012,3200000,0,63902,3,682,5,10.1063/1.4752872
22540511,2010,2012,3200000,0,63902,3,682,5,10.1088/0741-3335/54/12/124042
22540511,2010,2012,3200000,0,63902,3,682,5,10.1585/pfr.7.2404010
22540511,2010,2012,3200000,0,63902,3,682,5,10.1063/1.3553453
22540511,2010,2012,3200000,0,63902,3,682,5,10.1063/1.3663843
22560546,2010,2012,3200000,0,17102,3,682,1,10.1177/0734242x11425405
22550100,2010,2012,3600000,0,14401,3,682,1,10.1515/pac-2014-5003
22550100,2010,2012,3600000,0,14401,3,682,1,10.1002/ajoc.201300188
22550100,2010,2012,3600000,0,14401,3,682,1,10.1016/j.tet.2013.02.006
22550100,2010,2012,3600000,0,14401,3,682,1,10.1246/cl.130785
22550100,2010,2012,3600000,0,14401,3,682,1,10.1021/ja3022818
22550100,2010,2012,3600000,0,14401,3,682,1,10.1002/cctc.201200352
22550100,2010,2012,3600000,0,14401,3,682,1,10.1021/ja2001709
22550100,2010,2012,3600000,0,14401,3,682,1,10.1021/ja206850s
22550100,2010,2012,3600000,0,14401,3,682,1,10.1021/ja202881y
22540378,2010,2012,3300000,0,82110,3,682,10,10.1088/1742-6596/400/2/022123
22540378,2010,2012,3300000,0,82110,3,682,10,10.1063/1.4722945
22540378,2010,2012,3300000,0,82110,3,682,10,10.1103/physrevb.85.054516
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsjs.80sa.sa103
22540378,2010,2012,3300000,0,82110,3,682,10,10.1063/1.3590745
22540378,2010,2012,3300000,0,82110,3,682,10,10.1088/1742-6596/273/1/012087
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsj.80.014706
22540378,2010,2012,3300000,0,82110,3,682,10,10.1088/1742-6596/215/1/012178
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsj.79.074721
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsjs.81sb.sb001
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsjs.81sb.sb037
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsjs.80sa.sa105
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsjs.80sa.sa104
22540378,2010,2012,3300000,0,82110,3,682,10,10.1143/jpsj.80.114710
22540101,2010,2012,2800000,0,32670,3,682,3,10.1142/s0218216512501234
22540101,2010,2012,2800000,0,32670,3,682,3,10.1142/s021821651250099x
22540101,2010,2012,2800000,0,32670,3,682,3,10.1016/j.topol.2012.01.008
22550047,2010,2012,3800000,0,34504,3,682,3,10.1021/jo400562k
22550047,2010,2012,3800000,0,34504,3,682,3,10.1021/jo4003135
22550047,2010,2012,3800000,0,34504,3,682,3,10.1021/ol302845n
22550047,2010,2012,3800000,0,34504,3,682,3,10.1055/s-0032-1317276
22550047,2010,2012,3800000,0,34504,3,682,3,10.1021/ja301480g
22550047,2010,2012,3800000,0,34504,3,682,3,10.2174/138527212799859426
22550047,2010,2012,3800000,0,34504,3,682,3,10.1021/jo201750d
22550047,2010,2012,3800000,0,34504,3,682,3,10.4052/tigg.23.122
22550047,2010,2012,3800000,0,34504,3,682,3,10.1016/j.tetlet.2010.11.113
22550047,2010,2012,3800000,0,34504,3,682,3,10.1002/anie.201203305
22540185,2010,2014,3100000,0,14301,5,682,1,10.1007/s11784-014-0152-9
22540185,2010,2014,3100000,0,14301,5,682,1,10.1007/s11784-014-0153-8
22540185,2010,2014,3100000,0,14301,5,682,1,10.2977/prims/65
22540410,2010,2012,2100000,0,14301,3,682,1,10.7566/jpsj.82.033002
22540324,2010,2012,1800000,0,12102,3,682,1,10.1143/jpsj.81.124708
22540324,2010,2012,1800000,0,12102,3,682,1,10.1088/1742-6596/400/4/042060
22540324,2010,2012,1800000,0,12102,3,682,1,10.1143/jpsj.79.054706
22540324,2010,2012,1800000,0,12102,3,682,1,10.1155/2010/751395
22560442,2010,2012,3200000,0,13301,3,682,1,10.9746/jcmsi.6.38
22540192,2010,2013,3200000,0,15401,4,682,1,10.1007/s00013-012-0362-6
22540192,2010,2013,3200000,0,15401,4,682,1,10.1007/s13163-011-0074-7
22540192,2010,2013,3200000,0,15401,4,682,1,10.1016/j.na.2011.06.003
22540192,2010,2013,3200000,0,15401,4,682,1,10.1080/17476933.2010.504837
22540186,2010,2012,3200000,0,14301,3,682,1,10.3842/sigma.2012.102
22540186,2010,2012,3200000,0,14301,3,682,1,10.1088/1751-8113/44/35/353001
22540186,2010,2012,3200000,0,14301,3,682,1,10.1016/j.geomphys.2011.12.005
22540186,2010,2012,3200000,0,14301,3,682,1,10.1088/1751-8113/45/2/025403
22540212,2010,2013,3000000,0,35302,4,682,3,10.3792/pjaa.89.100
22540212,2010,2013,3000000,0,35302,4,682,3,10.4153/cmb-2011-094-8
22540212,2010,2013,3000000,0,35302,4,682,3,10.1080/10236198.2011.575070
22540212,2010,2013,3000000,0,35302,4,682,3,10.2478/s11533-010-0061-0
22540261,2010,2014,2600000,0,10101,5,682,1,10.1093/ptep/ptt096
22540261,2010,2014,2600000,0,10101,5,682,1,10.1007/jhep03(2012)043
22540261,2010,2014,2600000,0,10101,5,682,1,10.5506/aphyspolbsupp.5.815
22550031,2010,2012,3600000,0,12612,3,682,1,10.1007/s11164-012-0645-3
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.86.063603
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.86.043622
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.84.043647
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.84.013609
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.83.063611
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.82.043630
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.82.033629
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.82.033617
22540412,2010,2012,2800000,0,32612,3,682,3,10.1007/s10909-012-0691-7
22540412,2010,2012,2800000,0,32612,3,682,3,10.1007/s10909-012-0724-2
22540412,2010,2012,2800000,0,32612,3,682,3,10.1103/physreva.84.013616
22540412,2010,2012,2800000,0,32612,3,682,3,10.1109/isas.2011.5960914
22540412,2010,2012,2800000,0,32612,3,682,3,10.1109/isas.2011.5960915
22540412,2010,2012,2800000,0,32612,3,682,3,10.1109/isas.2011.5960916
22540504,2010,2012,3700000,0,14303,3,682,1,10.1585/pfr.8.2401017
22540504,2010,2012,3700000,0,14303,3,682,1,10.1585/pfr.8.1201003
22540083,2010,2012,2400000,0,14501,3,682,1,10.1090/s0002-9947-2012-05698-4
22540083,2010,2012,2400000,0,14501,3,682,1,10.2206/kyushujm.66.35
22540083,2010,2012,2400000,0,14501,3,682,1,10.2206/kyushujm.66.61
22540083,2010,2012,2400000,0,14501,3,682,1,10.2206/kyushujm.66.89
22560667,2010,2012,3000000,0,13501,3,682,1,10.2109/jcersj2.119.470
22560667,2010,2012,3000000,0,13501,3,682,1,10.1088/1742-6596/339/1/012004
22560659,2010,2012,3400000,0,14401,3,682,1,10.1016/j.nima.2012.03.004
22560659,2010,2012,3400000,0,14401,3,682,1,10.1103/physrevb.84.235116
22560659,2010,2012,3400000,0,14401,3,682,1,10.1103/physrevb.84.165125
22560659,2010,2012,3400000,0,14401,3,682,1,10.1103/physrevlett.106.056404
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.electacta.2012.08.004
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.jelechem.2012.07.003
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.jelechem.2012.10.004
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.jelechem.2013.02.020
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.jelechem.2012.01.013
22550072,2010,2012,3800000,0,13401,3,682,1,10.1016/j.jelechem.2010.10.009
22550072,2010,2012,3800000,0,13401,3,682,1,10.5189/revpolarography.57.101
22550072,2010,2012,3800000,0,13401,3,682,1,10.1007/s10008-011-1448-y
22560738,2010,2012,3400000,0,382780,3,682,9,10.1016/j.physb.2012.05.008
22560738,2010,2012,3400000,0,382780,3,682,9,10.1016/j.intermet.2012.08.026
22560738,2010,2012,3400000,0,382780,3,682,9,10.1557/opl.2012.1558
22560738,2010,2012,3400000,0,382780,3,682,9,10.1088/1757-899x/18/14/142013
22550132,2010,2012,3600000,0,57101,3,682,7,10.1016/j.tet.2012.10.070
22550132,2010,2012,3600000,0,57101,3,682,7,10.1246/cl.2011.1252
22550132,2010,2012,3600000,0,57101,3,682,7,10.1021/jo101212d
22560010,2010,2012,3400000,0,15501,3,682,1,10.1002/ecj.10411
