awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Total Citations,Average per Year,ave_3,ave_5
23540296,2011,2015,3800000,1,13901,5,SE,1,10.1140/epjc/s10052-011-1712-4,The unification of inflation and late-time acceleration in the frame of k-essence,"Saitou, Rio; Nojiri, Shin'ichi",EUROPEAN PHYSICAL JOURNAL C,11-Aug,2011,14,1.08,1.333333333,1.6
23540296,2011,2015,3800000,1,13901,5,SE,1,10.1016/j.physletb.2011.05.025,ovariant Lagrange multiplier constrained higher derivative gravity with scalar projectors,"Kluson, Josef; Nojiri, Shin'ichi; Odintsov, Sergei D.",PHYSICS LETTERS B,JUN 27 2011,2011,17,1.31,2.333333333,2.6
23540296,2011,2015,3800000,1,13901,5,SE,1,10.1016/j.physletb.2011.06.048,Spinor with Schrodinger symmetry and non-relativistic supersymmetry,"Yoda, Hiroshi; Nojiri, Shin'ichi",PHYSICS LETTERS B,AUG 3 2011,2011,2,0.15,0.0,0.2
23540296,2011,2015,3800000,1,13901,5,SE,1,10.1016/j.physletb.2012.01.048,Models for little rip dark energy,"Frampton, Paul H.; Ludwick, Kevin J.; Nojiri, Shin'ichi; Odintsov, Sergei D.; Scherrer, Robert J.",PHYSICS LETTERS B,FEB 14 2012,2012,105,8.75,15.0,12.2
23540296,2011,2015,3800000,1,13901,5,SE,1,10.1140/epjc/s10052-011-1801-4,Could dynamical Lorentz symmetry breaking induce the superluminal neutrinos?,"Nojiri, Shin'ichi; Odintsov, Sergei D.",EUROPEAN PHYSICAL JOURNAL C,11-Nov,2011,10,0.77,3.0,1.8
23540023,2011,2014,3900000,1,24402,4,SE,2,10.1007/s10468-012-9350-6,On a lemma of Samokhin,"Kaneda, Masaharu",ALGEBRAS AND REPRESENTATION THEORY,13-Aug,2013,0,0.0,0.0,0.0
23560907,2011,2013,4200000,1,13901,3,SE,1,10.1016/j.ultsonch.2014.03.033,Size-selective separation of submicron particles in suspensions with ultrasonic atomization,"Nii, Susumu; Oka, Naoyoshi",ULTRASONICS SONOCHEMISTRY,14-Nov,2014,11,1.1,0.333333333,0.6
23540572,2011,2013,3900000,1,13801,3,SE,1,10.1016/j.epsl.2012.05.022,The nature of shock-induced calcite (CaCO3) devolatilization in an open system investigated using a two-stage light gas gun,"Kurosawa, Kosuke; Ohno, Sohsuke; Sugita, Seiji; Mieno, Tetsu; Matsui, Takafumi; Hasegawa, Sunao",EARTH AND PLANETARY SCIENCE LETTERS,JUL 1 2012,2012,18,1.5,1.333333333,1.2
23540145,2011,2013,3900000,1,17201,3,SE,1,10.1016/j.amc.2013.10.028,A blind digital image watermarking method based on the dyadic wavelet transform and interval arithmetic,"Minamoto, Teruya; Ohura, Ryuji",APPLIED MATHEMATICS AND COMPUTATION,JAN 1 2014,2014,19,1.9,2.333333333,2.8
23540031,2011,2015,4400000,1,32663,5,SE,3,10.1007/s12188-015-0104-3,Counting and zeta functions over F-1,"Deitmar, Anton; Koyama, Shin-ya; Kurokawa, Nobushige",ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,15-Apr,2015,4,0.44,0.333333333,0.4
23540031,2011,2015,4400000,1,32663,5,SE,3,10.1007/s11005-013-0644-3,Euler Products Beyond the Boundary,"Kimura, Taro; Koyama, Shin-Ya; Kurokawa, Nobushige",LETTERS IN MATHEMATICAL PHYSICS,14-Jan,2014,3,0.3,0.0,0.4
23540031,2011,2015,4400000,1,32663,5,SE,3,10.2996/kmj/1364562723,FORMAL GROUP LAWS FOR MULTIPLE SINE FUNCTIONS AND APPLICATIONS,"Koyama, Shin-ya; Kurokawa, Nobushige",KODAI MATHEMATICAL JOURNAL,13-Mar,2013,1,0.09,0.0,0.2
23540031,2011,2015,4400000,1,32663,5,SE,3,10.3792/pjaa.88.115,Zeta functions of generalized permutations with application to their factorization formulas,"Koyama, Shin-ya; Nakajima, Sachiko",PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,12-Oct,2012,3,0.25,0.0,0.2
23540229,2011,2013,2900000,1,10101,3,SE,1,10.1016/j.jfa.2012.11.001,"Quasi-diagonal flows, III","Kishimoto, A.",JOURNAL OF FUNCTIONAL ANALYSIS,JAN 15 2013,2013,0,0.0,0.0,0.0
23540229,2011,2013,2900000,1,10101,3,SE,1,10.1007/s10114-011-9670-1,"C*-crossed products by R, III: Traces","Kishimoto, Akitaka",ACTA MATHEMATICA SINICA-ENGLISH SERIES,11-Jul,2011,1,0.08,0.333333333,0.2
23550010,2011,2013,4200000,1,13201,3,SE,1,10.1016/j.jqsrt.2012.09.006,Mie scattering field inside and near a coated sphere: Computation and biomedical applications,"Suzuki, Honoh; Lee, I-Yin Sandy",JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,13-Sep,2013,10,0.91,1.0,1.2
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1002/grl.50146,Upper atmosphere response to stratosphere sudden warming: Local time and height dependence simulated by GAIA model,"Liu, Huixin; Jin, Hidekatsu; Miyoshi, Yasunobu; Fujiwara, Hitoshi; Shinagawa, Hiroyuki",GEOPHYSICAL RESEARCH LETTERS,FEB 16 2013,2013,47,4.27,6.0,5.8
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1002/jgra.50318,The response of the dayside equatorial electrojet to step-like changes of IMF B-Z,"Ohtani, S.; Uozumi, T.; Kawano, H.; Yoshikawa, A.; Utada, H.; Nagatsuma, T.; Yumoto, K.",JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,13-Jun,2013,3,0.27,0.333333333,0.4
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1016/j.asr.2013.11.058,Mean solar quiet daily variations in the earth's magnetic field along East African longitudes,"Bello, O. R.; Rabiu, A. B.; Yumoto, K.; Yizengaw, E.",ADVANCES IN SPACE RESEARCH,AUG 1 2014,2014,4,0.4,0.333333333,0.4
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1002/jgra.50355,Coupling of electrons and inertial Alfven waves in the topside ionosphere,"Shi, Run; Liu, Huixin; Yoshikawa, A.; Zhang, Beichen; Ni, Binbin",JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,13-Jun,2013,7,0.64,0.0,0.2
23540513,2011,2013,3700000,1,17102,3,SE,1,10.5047/eps.2013.02.007,Hodograph method to estimate the latitudinal profile of the field-line resonance frequency using the data from two ground magnetometers,"Pilipenko, V. A.; Kawano, H.; Mann, I. R.",EARTH PLANETS AND SPACE,2013,2013,2,0.18,0.0,0.0
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1002/jgra.50144,Empirical model of the thermospheric mass density based on CHAMP satellite observations,"Liu, Huixin; Hirano, Takashi; Watanabe, Shigeto",JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,13-Feb,2013,27,2.45,3.0,2.2
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1016/j.jastp.2012.10.014,Characteristics of equatorial electrojet over India determined from a thick current shell model,"Rabiu, A. B.; Onwumechili, C. A.; Nagarajan, N.; Yumoto, K.",JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,13-Jan,2013,8,0.73,0.333333333,1.2
23540513,2011,2013,3700000,1,17102,3,SE,1,10.5047/eps.2011.01.014,Long-term behavior of annual and semi-annual S-q variations,"Yamazaki, Yosuke; Yumoto, Kiyohumi",EARTH PLANETS AND SPACE,2012,2012,12,1.0,1.333333333,1.4
23540513,2011,2013,3700000,1,17102,3,SE,1,10.1016/j.jastp.2012.02.026,Analysis of fast and ultrafast Kelvin waves simulated by the Kyushu-GCM,"Chen, Ying-Wen; Miyahara, Saburo",JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,12-May,2012,8,0.67,0.333333333,0.8
23540513,2011,2013,3700000,1,17102,3,SE,1,10.5194/acp-12-1865-2012,"The climatology, propagation and excitation of ultra-fast Kelvin waves as observed by meteor radar, Aura MLS, TRMM and in the Kyushu-GCM","Davis, R. N.; Chen, Y. -W.; Miyahara, S.; Mitchell, N. J.",ATMOSPHERIC CHEMISTRY AND PHYSICS,2012,2012,21,1.75,1.333333333,2.0
23540513,2011,2013,3700000,1,17102,3,SE,1,10.5194/angeo-29-1663-2011,Pi 2 waves simultaneously observed by Cluster and CPMN ground-based magnetometers near the plasmapause,"Kawano, H.; Ohtani, S.; Uozumi, T.; Tokunaga, T.; Yoshikawa, A.; Yumoto, K.; Lucek, E. A.; Andre, M.",ANNALES GEOPHYSICAE,2011,2011,4,0.31,0.333333333,0.4
23540412,2011,2013,3000000,1,15401,3,SE,1,10.1016/j.ssc.2012.12.027,Fermi-surface reconstruction involving two van Hove singularities across the antiferromagnetic transition in BaFe2As2,"Nakashima, Y.; Ino, A.; Nagato, S.; Anzai, H.; Iwasawa, H.; Utsumi, Y.; Sato, H.; Arita, M.; Namatame, H.; Taniguchi, M.; Oguchi, T.; Aiura, Y.; Hase, I.; Kihou, K.; Lee, C. H.; Iyo, A.; Eisaki, H.",SOLID STATE COMMUNICATIONS,13-Mar,2013,5,0.45,0.666666667,0.8
23540412,2011,2013,3000000,1,15401,3,SE,1,10.1088/1468-6996/13/5/054403,Te concentration dependent photoemission and inverse-photoemission study of FeSe1-xTex,"Yokoya, Takayoshi; Yoshida, Rikiya; Utsumi, Yuki; Tsubota, Koji; Okazaki, Hiroyuki; Wakita, Takanori; Mizuguchi, Yoshikazu; Takano, Yoshihiko; Muro, Takayuki; Kato, Yukako; Kumigashira, Hiroshi; Oshima, Masaharu; Harima, Hisatomo; Aiura, Yoshihiro; Sato, Hitoshi; Ino, Akihiro; Namatame, Hirofumi; Taniguchi, Masaki; Hirai, Masaaki; Muraoka, Yuji",SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,12-Oct,2012,7,0.58,0.333333333,0.8
23540412,2011,2013,3000000,1,15401,3,SE,1,10.1016/j.elspec.2011.02.003,Polarization-dependent Ti K X-ray absorption and emission studies of Ti2O3 single crystal,"Sato, H.; Maso, H.; Utsumi, Y.; Kurihara, H.; Mukaegawa, Y.; Tezuka, Y.; Iwazumi, T.; Iga, F.; Tsubota, M.; Namatame, H.; Taniguchi, M.",JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,11-Apr,2011,4,0.31,0.0,0.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1039/c4ob00565a,"Peptide-catalyzed consecutive 1,6-and 1,4-additions of thiols to alpha,beta,gamma,delta-unsaturated aldehydes","Akagawa, Kengo; Nishi, Nobuhiro; Sen, Jun; Kudo, Kazuaki",ORGANIC & BIOMOLECULAR CHEMISTRY,2014,2014,20,2.0,4.0,3.0
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/ajoc.201400028,Development of a Peptide- Based Primary Aminocatalyst with a Helical Structure,"Akagawa, Kengo; Suzuki, Rieko; Kudo, Kazuaki",ASIAN JOURNAL OF ORGANIC CHEMISTRY,14-Apr,2014,15,1.5,1.666666667,2.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1021/ol402227y,"Peptide-Catalyzed Diastereo- and Enantioselective Cyclopropanation of Aromatic alpha,beta-Unsaturated Aldehydes","Akagawa, Kengo; Takigawa, Shota; Nagamine, Iman Sho; Umezawa, Ryota; Kudo, Kazuaki",ORGANIC LETTERS,OCT 4 2013,2013,24,2.18,2.666666667,2.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/anie.201305004,"Peptide-Catalyzed Regio- and Enantioselective Reduction of alpha,beta,gamma,delta-Unsaturated Aldehydes","Akagawa, Kengo; Sen, Jun; Kudo, Kazuaki",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,OCT 25 2013,2013,35,3.18,3.666666667,4.6
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1016/j.polymer.2013.06.042,Graft-type polymer electrolyte membranes for fuel cells prepared through radiation-induced graft polymerization into alicyclic polybenzimidazoles,"Park, June; Takayama, Toshio; Asano, Masaharu; Maekawa, Yasunari; Kudo, Kazuaki",POLYMER,AUG 2 2013,2013,6,0.55,0.333333333,0.8
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1246/cl.130106,Transformation of Gold(I)-cyclo[-Met-Met-] Complex Supramolecular Fibers into Aligned Gold Nanoparticles,"Furutani, Masahiro; Kudo, Kazuaki",CHEMISTRY LETTERS,JUN 5 2013,2013,0,0.0,0.0,0.0
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/adsc.201200611,Asymmetric -Amination of Aldehydes by a Recyclable Resin-Supported Peptide Catalyst,"Tanaka, Tatsuyoshi; Akagawa, Kengo; Mitsuda, Masaru; Kudo, Kazuaki",ADVANCED SYNTHESIS & CATALYSIS,13-Feb,2013,10,0.91,1.666666667,1.6
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/anie.201206916,"Construction of an All-Carbon Quaternary Stereocenter by the Peptide-Catalyzed Asymmetric Michael Addition of Nitromethane to beta-Disubstituted alpha,beta-Unsaturated Aldehydes","Akagawa, Kengo; Kudo, Kazuaki",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,2012,2012,59,4.92,4.666666667,5.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.3762/bjoc.8.152,Asymmetric one-pot sequential Friedel-Crafts-type alkylation and alpha-oxyamination catalyzed by a peptide and an enzyme,"Akagawa, Kengo; Umezawa, Ryota; Kudo, Kazuaki",BEILSTEIN JOURNAL OF ORGANIC CHEMISTRY,AUG 17 2012,2012,25,2.08,2.666666667,2.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1016/j.tetlet.2012.07.034,Asymmetric induction by helical poly(amino acid)s in cyanosilylation of aldehydes,"Akagawa, Kengo; Kudo, Kazuaki",TETRAHEDRON LETTERS,NOV 7 2012,2012,11,0.92,1.0,1.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/pola.26231,Constitutionally isomeric alicyclic polyimides: Origin of siteselectivity in the reaction of unsymmetrical dianhydride and structure-derived difference in physical properties,"Choi, Jiyoung; Shirai, Kazuaki; Takayama, Toshio; Akagawa, Kengo; Kudo, Kazuaki",JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,OCT 15 2012,2012,3,0.25,0.0,0.0
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1039/c2ob25431j,"Asymmetric Michael addition of boronic acids to gamma-hydroxy-alpha,beta-unsaturated aldehyde catalyzed by resin-supported peptide","Akagawa, Kengo; Sugiyama, Masahide; Kudo, Kazuaki",ORGANIC & BIOMOLECULAR CHEMISTRY,2012,2012,21,1.75,2.0,2.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/adsc.201100950,Effect of the Helical Tether of a Resin-Supported Peptide Catalyst for Friedel-Crafts-Type Alkylation in Water,"Akagawa, Kengo; Suzuki, Rieko; Kudo, Kazuaki",ADVANCED SYNTHESIS & CATALYSIS,12-May,2012,28,2.33,4.666666667,4.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1016/j.polymer.2012.01.041,Preparation and characterization of nanoporous films derived from alicyclic copolyimides having pendent poly(propyleneglycol) groups,"Choi, Jiyoung; Takayama, Toshio; Yu, Hwan-Chul; Chung, Chan-Moon; Kudo, Kazuaki",POLYMER,MAR 9 2012,2012,14,1.17,2.0,2.4
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1039/c2jm13448a,A trifunctional photopatterning component derived from cysteine: fabrication of a deposited silver micropattern,"Furutani, Masahiro; Kudo, Kazuaki",JOURNAL OF MATERIALS CHEMISTRY,2012,2012,4,0.33,1.333333333,0.8
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1021/ol2012956,Peptide/Laccase Cocatalyzed Asymmetric alpha-Oxyamination of Aldehydes,"Akagawa, Kengo; Kudo, Kazuaki",ORGANIC LETTERS,JUL 1 2011,2011,30,2.31,4.0,3.2
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1002/adsc.201000805,"Asymmetric Epoxidation of alpha,beta-Unsaturated Aldehydes in Aqueous Media Catalyzed by Resin-Supported Peptide-Containing Unnatural Amino Acids","Akagawa, Kengo; Kudo, Kazuaki",ADVANCED SYNTHESIS & CATALYSIS,APR 18 2011,2011,37,2.85,4.666666667,4.4
23550116,2011,2013,4300000,1,12601,3,SE,1,10.1016/j.tetlet.2010.12.008,Sequential oxidation/asymmetric aldol reaction of primary alcohols by resin-supported catalysts,"Akagawa, Kengo; Takigawa, Shota; Mano, Erika; Kudo, Kazuaki",TETRAHEDRON LETTERS,FEB 16 2011,2011,12,0.92,0.333333333,1.2
23560402,2011,2013,4200000,1,17104,3,SE,1,10.1063/1.3670976,Investigation of easy axis orientation of Nd-Fe-B melt-spun ribbons produced by hot rolling and influence of Ti-C addition,"Takezawa, M.; Nakanishi, Y.; Morimoto, Y.; Yamasaki, J.; Yagi, M.",JOURNAL OF APPLIED PHYSICS,APR 1 2012,2012,2,0.17,0.0,0.4
23560402,2011,2013,4200000,1,17104,3,SE,1,10.1063/1.3675157,Magnetic domain observation of Nd-Cu-diffused Nd-Fe-B magnets with submicron grains by Kerr effect microscopy,"Takezawa, M.; Nagashima, Y.; Kimura, Y.; Morimoto, Y.; Yamasaki, J.; Nozawa, N.; Nishiuchi, T.; Hirosawa, S.",JOURNAL OF APPLIED PHYSICS,APR 1 2012,2012,7,0.58,0.333333333,0.8
23540087,2011,2013,3900000,1,14503,3,SE,1,10.3792/pjaa.88.70,A study of curvature using infinitesimals,"Koike, Satoshi; Kuo, Tzee-Char; Paunescu, Laurentiu",PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,12-May,2012,2,0.17,0.0,0.2
23540087,2011,2013,3900000,1,14503,3,SE,1,10.1112/plms/pds003,Finiteness theorem for blow-semialgebraic triviality of a family of three-dimensional algebraic sets,"Koike, Satoshi",PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,12-Sep,2012,4,0.33,0.0,0.2
23560363,2011,2013,3900000,1,13302,3,SE,1,10.1016/j.intermet.2011.11.021,Preparation of the crack-free single phase (Zn1-xCdx)(13)Sb-10 by a gradient freeze method and their structural and thermoelectric properties,"Nakamoto, Go; Tajima, Yasuhiro; Kurisu, Makio",INTERMETALLICS,12-Apr,2012,3,0.25,0.0,0.0
23560363,2011,2013,3900000,1,13302,3,SE,1,10.1016/j.intermet.2012.08.012,Development of a two dimensional scanning Seebeck coefficient measurement system by a micro-probe method,"Nakamoto, Go; Nakabayashi, Yuuji",INTERMETALLICS,13-Jan,2013,3,0.27,0.333333333,0.4
23560363,2011,2013,3900000,1,13302,3,SE,1,10.1007/s11664-012-2448-0,Development of a Measurement System for the Figure of Merit in the High-Temperature Region,"Iwasaki, H.; Yamamoto, T.; Kim, H.; Nakamoto, G.",JOURNAL OF ELECTRONIC MATERIALS,13-Jul,2013,7,0.64,1.666666667,1.4
23540297,2011,2014,3100000,1,13901,4,SE,1,10.3390/e15051847,Entanglement Structure in Expanding Universes,"Nambu, Yasusada",ENTROPY,13-May,2013,26,2.36,0.666666667,1.8
23540297,2011,2014,3100000,1,13901,4,SE,1,10.1088/0264-9381/30/17/175002,Viewing black holes by waves,"Kanai, Ken-ichiro; Nambu, Yasusada",CLASSICAL AND QUANTUM GRAVITY,SEP 7 2013,2013,17,1.55,0.333333333,1.0
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1039/c3cc47425a,Synthesis of rotacatenanes by the combination of Cu-mediated threading reaction and the template method: the dual role of one ligand,"Hayashi, Ryuto; Wakatsuki, Kota; Yamasaki, Ryu; Mutoh, Yuichiro; Kasama, Takeshi; Saito, Shinichi",CHEMICAL COMMUNICATIONS,2014,2014,31,3.1,6.0,5.2
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1039/c3dt51484f,A redox-active porous coordination network film based on a Ru complex as a building block on an ITO electrode,"Shinomiya, Takuya; Ozawa, Hiroaki; Mutoh, Yuichiro; Haga, Masa-aki",DALTON TRANSACTIONS,2013,2013,9,0.82,1.0,1.2
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1021/ol400992p,Synthesis of [2]Rotaxanes by the Copper-Mediated Threading Reactions of Aryl Iodides with Alkynes,"Ugajin, Kenta; Takahashi, Eiko; Yamasaki, Ryu; Mutoh, Yuichiro; Kasama, Takeshi; Saito, Shinichi",ORGANIC LETTERS,JUN 7 2013,2013,35,3.18,4.0,4.4
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1021/jo302800t,Synthesis of Large [2]Rotaxanes. The Relationship between the Size of the Blocking Group and the Stability of the Rotaxane,"Saito, Shinichi; Takahashi, Eiko; Wakatsuki, Kouta; Inoue, Kazuhiko; Orikasa, Tomoko; Sakai, Kenta; Yamasaki, Ryu; Mutoh, Yuichiro; Kasama, Takeshi",JOURNAL OF ORGANIC CHEMISTRY,APR 19 2013,2013,28,2.55,4.0,4.2
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1021/om3004948,Formation of (Alkenylphosphonio)phenylruthenium Complexes from Diphenylacetylene and a [CpRu(dppm)] Cation: Experimental Evidence for the Equilibrium between eta(1)-Disubstituted Vinylidene and eta(2)-Internal Alkyne,"Mutoh, Yuichiro; Kimura, Yusuke; Ikeda, Yousuke; Tsuchida, Noriko; Takano, Keiko; Ishii, Youichi",ORGANOMETALLICS,JUL 23 2012,2012,29,2.42,4.333333333,3.4
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1021/ja308018b,DFT Study of Internal Alkyne-to-Disubstituted Vinylidene Isomerization in [CpRu(PhC equivalent to CAr)(dppe)](+),"Otsuka, Miho; Tsuchida, Noriko; Ikeda, Yousuke; Kimura, Yusuke; Mutoh, Yuichiro; Ishii, Youichi; Takano, Keiko",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,OCT 24 2012,2012,52,4.33,6.0,4.8
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1021/om3009926,Transformations of Alkynes at a Cyclotriphosphato Ruthenium Complex,"Kanao, Keiichiro; Ikeda, Yousuke; Kimura, Kazuhiro; Kamimura, Sou; Tanabe, Yoshiaki; Mutoh, Yuichiro; Iwasaki, Masakazu; Ishii, Youichi",ORGANOMETALLICS,JAN 28 2013,2013,13,1.18,2.0,1.8
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1016/j.inoche.2011.05.047,Conformational change of ternary copper(II) complexes of cationic Schiff-bases and N-heteroaromatic amines induced by intercalative binding to DNA,"Iwasaki, Yusuke; Kimura, Masato; Yamada, Atsushi; Mutoh, Yuichiro; Tateishi, Maiko; Arii, Hidekazu; Kitamura, Yusuke; Chikira, Makoto",INORGANIC CHEMISTRY COMMUNICATIONS,11-Sep,2011,27,2.08,3.333333333,3.6
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1246/cl.2011.1167,Synthesis and Skeletal Transformation of Cyanamido(2-)- and Cyanamido(1-)-Bridged Ruthenium Complexes with Hexamethylbenzene Ligands,"Nogami, Tadahiko; Imaji, Makoto; Uemura, Kaoru; Tanabe, Yoshiaki; Mutoh, Yuichiro; Ishii, Youichi",CHEMISTRY LETTERS,OCT 5 2011,2011,2,0.15,0.333333333,0.2
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1246/cl.2012.2,Thioamides and Thioformamides for Sequential Reactions with Organolithium and Grignard Reagents,"Murai, Toshiaki; Mutoh, Yuichiro",CHEMISTRY LETTERS,JAN 5 2012,2012,68,5.67,8.333333333,7.6
23550082,2011,2013,4000000,1,32641,3,SE,3,10.1016/j.ccr.2011.12.002,Recent developments in the chemistry of seleno- and tellurocarbonyl complexes,"Mutoh, Yuichiro; Kozono, Naoki; Ikenaga, Kota; Ishii, Youichi",COORDINATION CHEMISTRY REVIEWS,MAR-APR 2012,2012,20,1.67,2.666666667,2.2
23540278,2011,2014,4100000,1,82645,4,SE,10,10.1093/pasj/psu089,High-speed photospheric material flow observed at the polarity inversion line of a delta-type sunspot producing an X5.4 flare on 2012 March 7,"Shimizu, Toshifumi; Lites, Bruce W.; Bamba, Yumi",PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,14-Dec,2014,13,1.3,1.0,1.4
23540278,2011,2014,4100000,1,82645,4,SE,10,10.1007/s11207-012-0206-3,The Hinode Spectro-Polarimeter,"Lites, B. W.; Akin, D. L.; Card, G.; Cruz, T.; Duncan, D. W.; Edwards, C. G.; Elmore, D. F.; Hoffmann, C.; Katsukawa, Y.; Katz, N.; Kubo, M.; Ichimoto, K.; Shimizu, T.; Shine, R. A.; Streander, K. V.; Suematsu, A.; Tarbell, T. D.; Title, A. M.; Tsuneta, S.",SOLAR PHYSICS,13-Apr,2013,140,12.73,12.33333333,14.8
23540278,2011,2014,4100000,1,82645,4,SE,10,10.1007/s11207-013-0306-8,Sunspot Bright Points,"Choudhary, Debi Prasad; Shimizu, Toshifumi",SOLAR PHYSICS,13-Nov,2013,5,0.45,0.666666667,0.6
23540278,2011,2014,4100000,1,82645,4,SE,10,10.1051/0004-6361/201117842,Horizontal flow fields observed in Hinode G-band images II. Flow fields in the final stages of sunspot decay,"Verma, M.; Balthasar, H.; Deng, N.; Liu, C.; Shimizu, T.; Wang, H.; Denker, C.",ASTRONOMY & ASTROPHYSICS,12-Feb,2012,29,2.42,2.666666667,2.6
23540278,2011,2014,4100000,1,82645,4,SE,10,10.1007/s10686-011-9274-x,LEMUR: Large European module for solar Ultraviolet Research,"Teriaca, Luca; Andretta, Vincenzo; Auchere, Frederic; Brown, Charles M.; Buchlin, Eric; Cauzzi, Gianna; Culhane, J. Len; Curdt, Werner; Davila, Joseph M.; Del Zanna, Giulio; Doschek, George A.; Fineschi, Silvano; Fludra, Andrzej; Gallagher, Peter T.; Green, Lucie; Harra, Louise K.; Imada, Shinsuke; Innes, Davina; Kliem, Bernhard; Korendyke, Clarence; Mariska, John T.; Martinez-Pillet, Valentin; Parenti, Susanna; Patsourakos, Spiros; Peter, Hardi; Poletto, Luca; Rutten, Robert J.; Schuehle, Udo; Siemer, Martin; Shimizu, Toshifumi; Socas-Navarro, Hector; Solanki, Sami K.; Spadaro, Daniele; Trujillo-Bueno, Javier; Tsuneta, Saku; Dominguez, Santiago Vargas; Vial, Jean-Claude; Walsh, Robert; Warren, Harry P.; Wiegelmann, Thomas; Winter, Berend; Young, Peter",EXPERIMENTAL ASTRONOMY,12-Oct,2012,23,1.92,2.333333333,2.4
23550033,2011,2013,4100000,1,82108,3,SE,10,10.1016/j.elecom.2012.10.041,Humidity dependent structure of water at the interfaces between perfluorosulfonated ionomer thin film and Pt and HOPG studied by sum frequency generation spectroscopy,"Noguchi, Hidenori; Taneda, Kento; Naohara, Hideo; Uosaki, Kohei",ELECTROCHEMISTRY COMMUNICATIONS,13-Feb,2013,7,0.64,1.666666667,1.0
23550033,2011,2013,4100000,1,82108,3,SE,10,10.1016/j.colsurfb.2013.08.051,Structure of water at zwitterionic copolymer film-liquid water interfaces as examined by the sum frequency generation method,"Kondo, Takuya; Nomura, Kouji; Gemmei-Ide, Makoto; Kitano, Hiromi; Noguchi, Hidenori; Uosaki, Kohei; Saruwatari, Yoshiyuki",COLLOIDS AND SURFACES B-BIOINTERFACES,JAN 1 2014,2014,32,3.2,4.0,3.6
